sense1,ants1, deri1, vgrp1, pert1, sense2,ants2, deri2, vgrp2, pert2, merge
strip#v#9,,,,,strip#v#5,,,,,not-merged
strip#v#9,,,,,strip#v#6,,,,,not-merged
strip#v#9,,,,,strip#v#7,,,,,not-merged
strip#v#9,,,,,strip#v#8,,stripper#n#2,,,not-merged
strip#v#9,,,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#9,,,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#9,,,,,strip#v#4,,,,,not-merged
strip#v#9,,,,,strip#v#10,,,,,not-merged
strip#v#12,,,,,strip#v#1,,,,,not-merged
strip#v#12,,,,,strip#v#3,,,,,not-merged
strip#v#12,,,,,strip#v#5,,,,,not-merged
strip#v#12,,,,,strip#v#6,,,,,not-merged
strip#v#12,,,,,strip#v#7,,,,,not-merged
strip#v#12,,,,,strip#v#8,,stripper#n#2,,,not-merged
strip#v#12,,,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#12,,,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#12,,,,,strip#v#4,,,,,not-merged
strip#v#12,,,,,strip#v#10,,,,,not-merged
strip#v#1,,,,,strip#v#3,,,,,merged
strip#v#1,,,,,strip#v#5,,,,,merged
strip#v#1,,,,,strip#v#6,,,,,merged
strip#v#1,,,,,strip#v#7,,,,,merged
strip#v#1,,,,,strip#v#8,,stripper#n#2,,,merged
strip#v#1,,,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#1,,,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#1,,,,,strip#v#4,,,,,not-merged
strip#v#1,,,,,strip#v#10,,,,,not-merged
strip#v#3,,,,,strip#v#5,,,,,merged
strip#v#3,,,,,strip#v#6,,,,,merged
strip#v#3,,,,,strip#v#7,,,,,merged
strip#v#3,,,,,strip#v#8,,stripper#n#2,,,merged
strip#v#3,,,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#3,,,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#3,,,,,strip#v#4,,,,,not-merged
strip#v#3,,,,,strip#v#10,,,,,not-merged
strip#v#5,,,,,strip#v#6,,,,,merged
strip#v#5,,,,,strip#v#7,,,,,merged
strip#v#5,,,,,strip#v#8,,stripper#n#2,,,merged
strip#v#5,,,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#5,,,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#5,,,,,strip#v#4,,,,,not-merged
strip#v#5,,,,,strip#v#10,,,,,not-merged
strip#v#6,,,,,strip#v#7,,,,,merged
strip#v#6,,,,,strip#v#8,,stripper#n#2,,,merged
strip#v#6,,,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#6,,,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#6,,,,,strip#v#4,,,,,not-merged
strip#v#6,,,,,strip#v#10,,,,,not-merged
strip#v#7,,,,,strip#v#8,,stripper#n#2,,,merged
strip#v#7,,,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#7,,,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#7,,,,,strip#v#4,,,,,not-merged
strip#v#7,,,,,strip#v#10,,,,,not-merged
strip#v#8,,stripper#n#2,,,strip#v#2,,strip#n#6; stripper#n#3,,,not-merged
strip#v#8,,stripper#n#2,,,strip#v#13,,strip#n#6,,,not-merged
strip#v#8,,stripper#n#2,,,strip#v#4,,,,,not-merged
strip#v#8,,stripper#n#2,,,strip#v#10,,,,,not-merged
strip#v#2,,strip#n#6; stripper#n#3,,,strip#v#13,,strip#n#6,,,merged
strip#v#2,,strip#n#6; stripper#n#3,,,strip#v#4,,,,,not-merged
strip#v#2,,strip#n#6; stripper#n#3,,,strip#v#10,,,,,not-merged
strip#v#13,,strip#n#6,,,strip#v#4,,,,,not-merged
strip#v#13,,strip#n#6,,,strip#v#10,,,,,not-merged
strip#v#4,,,,,strip#v#10,,,,,merged
strengthen#v#2,weaken#v#2,strengthening#n#1,,,strengthen#v#1,weaken#v#1,strengthener#n#1; strengthening#n#2,,,not-merged
strengthen#v#2,weaken#v#2,strengthening#n#1,,,strengthen#v#3,,,,,not-merged
strengthen#v#1,weaken#v#1,strengthener#n#1; strengthening#n#2,,,strengthen#v#3,,,,,merged
analyst#n#1,,analyze#v#2; analyze#v#1,,,analyst#n#2,,analyze#v#3,,,merged
accuse#v#1,,accusive#a#1; accusative#a#1; accusatory#a#1; accusation#n#1; accuser#n#1; accusal#n#1,,,accuse#v#2,,accusive#a#1; accusative#a#1; accusatory#a#1; accusation#n#2; accuser#n#1; accusal#n#1,,,merged
elaborate#v#2,,elaboration#n#5,,,elaborate#v#1,,elaboration#n#3; elaboration#n#1,,,not-merged
elaborate#v#2,,elaboration#n#5,,,elaborate#v#3,,elaboration#n#2; elaboration#n#4; elaboration#n#5,,,not-merged
elaborate#v#2,,elaboration#n#5,,,elaborate#v#4,,elaboration#n#5,,,not-merged
elaborate#v#1,,elaboration#n#3; elaboration#n#1,,,elaborate#v#3,,elaboration#n#2; elaboration#n#4; elaboration#n#5,,,merged
elaborate#v#1,,elaboration#n#3; elaboration#n#1,,,elaborate#v#4,,elaboration#n#5,,,merged
elaborate#v#3,,elaboration#n#2; elaboration#n#4; elaboration#n#5,,,elaborate#v#4,,elaboration#n#5,,,merged
barrel#n#1,,,,,barrel#n#2,,barrel#v#1,,,not-merged
barrel#n#1,,,,,barrel#n#3,,,,,not-merged
barrel#n#1,,,,,barrel#n#4,,barrel#v#1,,,not-merged
barrel#n#1,,,,,barrel#n#5,,,,,not-merged
barrel#n#2,,barrel#v#1,,,barrel#n#3,,,,,not-merged
barrel#n#2,,barrel#v#1,,,barrel#n#4,,barrel#v#1,,,not-merged
barrel#n#2,,barrel#v#1,,,barrel#n#5,,,,,not-merged
barrel#n#3,,,,,barrel#n#4,,barrel#v#1,,,not-merged
barrel#n#3,,,,,barrel#n#5,,,,,not-merged
barrel#n#4,,barrel#v#1,,,barrel#n#5,,,,,merged
face#v#2,,face#n#12,,,face#v#1,,,present#v#11,,not-merged
face#v#2,,face#n#12,,,face#v#6,,,,,not-merged
face#v#2,,face#n#12,,,face#v#3,,,face#v#4,,not-merged
face#v#2,,face#n#12,,,face#v#4,,,face#v#3,,not-merged
face#v#2,,face#n#12,,,face#v#5,,,face#v#7,,not-merged
face#v#2,,face#n#12,,,face#v#7,,face#n#8; face#n#6,face#v#5,,not-merged
face#v#2,,face#n#12,,,face#v#8,,facing#n#1,face#v#9,,not-merged
face#v#2,,face#n#12,,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,not-merged
face#v#1,,,present#v#11,,face#v#6,,,,,merged
face#v#1,,,present#v#11,,face#v#3,,,face#v#4,,not-merged
face#v#1,,,present#v#11,,face#v#4,,,face#v#3,,not-merged
face#v#1,,,present#v#11,,face#v#5,,,face#v#7,,not-merged
face#v#1,,,present#v#11,,face#v#7,,face#n#8; face#n#6,face#v#5,,not-merged
face#v#1,,,present#v#11,,face#v#8,,facing#n#1,face#v#9,,not-merged
face#v#1,,,present#v#11,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,not-merged
face#v#6,,,,,face#v#3,,,face#v#4,,not-merged
face#v#6,,,,,face#v#4,,,face#v#3,,not-merged
face#v#6,,,,,face#v#5,,,face#v#7,,not-merged
face#v#6,,,,,face#v#7,,face#n#8; face#n#6,face#v#5,,not-merged
face#v#6,,,,,face#v#8,,facing#n#1,face#v#9,,not-merged
face#v#6,,,,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,not-merged
face#v#3,,,face#v#4,,face#v#4,,,face#v#3,,merged
face#v#3,,,face#v#4,,face#v#5,,,face#v#7,,merged
face#v#3,,,face#v#4,,face#v#7,,face#n#8; face#n#6,face#v#5,,merged
face#v#3,,,face#v#4,,face#v#8,,facing#n#1,face#v#9,,not-merged
face#v#3,,,face#v#4,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,not-merged
face#v#4,,,face#v#3,,face#v#5,,,face#v#7,,merged
face#v#4,,,face#v#3,,face#v#7,,face#n#8; face#n#6,face#v#5,,merged
face#v#4,,,face#v#3,,face#v#8,,facing#n#1,face#v#9,,not-merged
face#v#4,,,face#v#3,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,not-merged
face#v#5,,,face#v#7,,face#v#7,,face#n#8; face#n#6,face#v#5,,merged
face#v#5,,,face#v#7,,face#v#8,,facing#n#1,face#v#9,,not-merged
face#v#5,,,face#v#7,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,not-merged
face#v#7,,face#n#8; face#n#6,face#v#5,,face#v#8,,facing#n#1,face#v#9,,not-merged
face#v#7,,face#n#8; face#n#6,face#v#5,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,not-merged
face#v#8,,facing#n#1,face#v#9,,face#v#9,,face#n#13; facing#n#2; facing#n#3; facing#n#4,face#v#8,,merged
carrier#n#1,,carry#v#1,,,carrier#n#2,,carry#v#1,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#3,,carry#v#1,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#10,,carry#v#5,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#5,,carry#v#1,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#11,,,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#9,,carry#v#18,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#4,,,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#7,,,,,not-merged
carrier#n#1,,carry#v#1,,,carrier#n#8,,,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#3,,carry#v#1,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#10,,carry#v#5,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#5,,carry#v#1,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#11,,,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#9,,carry#v#18,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#4,,,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#7,,,,,not-merged
carrier#n#2,,carry#v#1,,,carrier#n#8,,,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#10,,carry#v#5,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#5,,carry#v#1,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#11,,,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#9,,carry#v#18,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#4,,,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#7,,,,,not-merged
carrier#n#3,,carry#v#1,,,carrier#n#8,,,,,not-merged
carrier#n#10,,carry#v#5,,,carrier#n#5,,carry#v#1,,,not-merged
carrier#n#10,,carry#v#5,,,carrier#n#11,,,,,not-merged
carrier#n#10,,carry#v#5,,,carrier#n#9,,carry#v#18,,,not-merged
carrier#n#10,,carry#v#5,,,carrier#n#4,,,,,not-merged
carrier#n#10,,carry#v#5,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#10,,carry#v#5,,,carrier#n#7,,,,,not-merged
carrier#n#10,,carry#v#5,,,carrier#n#8,,,,,not-merged
carrier#n#5,,carry#v#1,,,carrier#n#11,,,,,not-merged
carrier#n#5,,carry#v#1,,,carrier#n#9,,carry#v#18,,,not-merged
carrier#n#5,,carry#v#1,,,carrier#n#4,,,,,not-merged
carrier#n#5,,carry#v#1,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#5,,carry#v#1,,,carrier#n#7,,,,,not-merged
carrier#n#5,,carry#v#1,,,carrier#n#8,,,,,not-merged
carrier#n#11,,,,,carrier#n#9,,carry#v#18,,,not-merged
carrier#n#11,,,,,carrier#n#4,,,,,not-merged
carrier#n#11,,,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#11,,,,,carrier#n#7,,,,,not-merged
carrier#n#11,,,,,carrier#n#8,,,,,not-merged
carrier#n#9,,carry#v#18,,,carrier#n#4,,,,,not-merged
carrier#n#9,,carry#v#18,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#9,,carry#v#18,,,carrier#n#7,,,,,not-merged
carrier#n#9,,carry#v#18,,,carrier#n#8,,,,,not-merged
carrier#n#4,,,,,carrier#n#6,,carry#v#3,,,not-merged
carrier#n#4,,,,,carrier#n#7,,,,,not-merged
carrier#n#4,,,,,carrier#n#8,,,,,not-merged
carrier#n#6,,carry#v#3,,,carrier#n#7,,,,,not-merged
carrier#n#6,,carry#v#3,,,carrier#n#8,,,,,not-merged
carrier#n#7,,,,,carrier#n#8,,,,,merged
dominion#n#1,,dominate#v#2,,,dominion#n#2,,,,,not-merged
erosion#n#3,,,,,erosion#n#2,,erode#v#1; erode#v#2,,,not-merged
erosion#n#3,,,,,erosion#n#1,,erode#v#2,,,not-merged
erosion#n#3,,,,,erosion#n#4,,,,,not-merged
erosion#n#2,,erode#v#1; erode#v#2,,,erosion#n#1,,erode#v#2,,,not-merged
erosion#n#2,,erode#v#1; erode#v#2,,,erosion#n#4,,,,,not-merged
erosion#n#1,,erode#v#2,,,erosion#n#4,,,,,merged
seem#v#4,,,,,seem#v#1,,,,,not-merged
seem#v#4,,,,,seem#v#2,,,,,not-merged
seem#v#4,,,,,seem#v#3,,,,,not-merged
seem#v#1,,,,,seem#v#2,,,,,merged
seem#v#1,,,,,seem#v#3,,,,,merged
seem#v#2,,,,,seem#v#3,,,,,merged
value#v#1,,value#n#3; valuer#n#1,,,value#v#4,,value#n#3; valuer#n#1,assess#v#4,,merged
value#v#1,,value#n#3; valuer#n#1,,,value#v#5,,,,,merged
value#v#1,,value#n#3; valuer#n#1,,,value#v#2,,valuable#a#2; valuable#a#1,,,not-merged
value#v#1,,value#n#3; valuer#n#1,,,value#v#3,,valuable#a#2; value#n#6,,,not-merged
value#v#4,,value#n#3; valuer#n#1,assess#v#4,,value#v#5,,,,,merged
value#v#4,,value#n#3; valuer#n#1,assess#v#4,,value#v#2,,valuable#a#2; valuable#a#1,,,not-merged
value#v#4,,value#n#3; valuer#n#1,assess#v#4,,value#v#3,,valuable#a#2; value#n#6,,,not-merged
value#v#5,,,,,value#v#2,,valuable#a#2; valuable#a#1,,,not-merged
value#v#5,,,,,value#v#3,,valuable#a#2; value#n#6,,,not-merged
value#v#2,,valuable#a#2; valuable#a#1,,,value#v#3,,valuable#a#2; value#n#6,,,merged
fee#n#1,,,,,fee#n#2,,,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#6,,,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#2,,stretch#n#4; stretching#n#2,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#3,,,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#7,,,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#8,,stretch#n#5,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#9,,,,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#10,,,debase#v#3,,not-merged
stretch#v#1,,stretch#n#1,,,stretch#v#11,,stretch#n#2,,,not-merged
stretch#v#6,,,,,stretch#v#2,,stretch#n#4; stretching#n#2,,,not-merged
stretch#v#6,,,,,stretch#v#3,,,,,not-merged
stretch#v#6,,,,,stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,not-merged
stretch#v#6,,,,,stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,not-merged
stretch#v#6,,,,,stretch#v#7,,,,,not-merged
stretch#v#6,,,,,stretch#v#8,,stretch#n#5,,,not-merged
stretch#v#6,,,,,stretch#v#9,,,,,not-merged
stretch#v#6,,,,,stretch#v#10,,,debase#v#3,,not-merged
stretch#v#6,,,,,stretch#v#11,,stretch#n#2,,,not-merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#3,,,,,merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#7,,,,,merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#8,,stretch#n#5,,,merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#9,,,,,merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#10,,,debase#v#3,,merged
stretch#v#2,,stretch#n#4; stretching#n#2,,,stretch#v#11,,stretch#n#2,,,merged
stretch#v#3,,,,,stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,merged
stretch#v#3,,,,,stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,merged
stretch#v#3,,,,,stretch#v#7,,,,,merged
stretch#v#3,,,,,stretch#v#8,,stretch#n#5,,,merged
stretch#v#3,,,,,stretch#v#9,,,,,merged
stretch#v#3,,,,,stretch#v#10,,,debase#v#3,,merged
stretch#v#3,,,,,stretch#v#11,,stretch#n#2,,,merged
stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,merged
stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,stretch#v#7,,,,,merged
stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,stretch#v#8,,stretch#n#5,,,merged
stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,stretch#v#9,,,,,merged
stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,stretch#v#10,,,debase#v#3,,merged
stretch#v#4,shrink#v#4,stretch#n#5; stretch#n#7,,,stretch#v#11,,stretch#n#2,,,merged
stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,stretch#v#7,,,,,merged
stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,stretch#v#8,,stretch#n#5,,,merged
stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,stretch#v#9,,,,,merged
stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,stretch#v#10,,,debase#v#3,,merged
stretch#v#5,,stretch#n#5; stretcher#n#2; stretching#n#1,,,stretch#v#11,,stretch#n#2,,,merged
stretch#v#7,,,,,stretch#v#8,,stretch#n#5,,,merged
stretch#v#7,,,,,stretch#v#9,,,,,merged
stretch#v#7,,,,,stretch#v#10,,,debase#v#3,,merged
stretch#v#7,,,,,stretch#v#11,,stretch#n#2,,,merged
stretch#v#8,,stretch#n#5,,,stretch#v#9,,,,,merged
stretch#v#8,,stretch#n#5,,,stretch#v#10,,,debase#v#3,,merged
stretch#v#8,,stretch#n#5,,,stretch#v#11,,stretch#n#2,,,merged
stretch#v#9,,,,,stretch#v#10,,,debase#v#3,,merged
stretch#v#9,,,,,stretch#v#11,,stretch#n#2,,,merged
stretch#v#10,,,debase#v#3,,stretch#v#11,,stretch#n#2,,,merged
survive#v#4,,survivor#n#2,,,survive#v#1,,survival#n#1,,,not-merged
survive#v#4,,survivor#n#2,,,survive#v#2,succumb#v#2,survivor#n#1; survival#n#1,,,not-merged
survive#v#4,,survivor#n#2,,,survive#v#3,,survival#n#1,,,not-merged
survive#v#1,,survival#n#1,,,survive#v#2,succumb#v#2,survivor#n#1; survival#n#1,,,merged
survive#v#1,,survival#n#1,,,survive#v#3,,survival#n#1,,,merged
survive#v#2,succumb#v#2,survivor#n#1; survival#n#1,,,survive#v#3,,survival#n#1,,,merged
spin#v#8,,,,,spin#v#1,,spin#n#2; spinner#n#3,,,not-merged
spin#v#8,,,,,spin#v#3,,spin#n#2; spinner#n#2,,,not-merged
spin#v#1,,spin#n#2; spinner#n#3,,,spin#v#3,,spin#n#2; spinner#n#2,,,merged
escape#v#6,,escapist#n#1; escape#n#5,,,escape#v#4,,,,,not-merged
escape#v#6,,escapist#n#1; escape#n#5,,,escape#v#1,,escape#n#7; escape#n#1; escapee#n#1,,,not-merged
escape#v#6,,escapist#n#1; escape#n#5,,,escape#v#5,,escape#n#3,,,not-merged
escape#v#6,,escapist#n#1; escape#n#5,,,escape#v#2,,escape#n#6; escape#n#5,,,not-merged
escape#v#6,,escapist#n#1; escape#n#5,,,escape#v#3,,escape#n#5,,,not-merged
escape#v#6,,escapist#n#1; escape#n#5,,,escape#v#7,,,,,not-merged
escape#v#4,,,,,escape#v#1,,escape#n#7; escape#n#1; escapee#n#1,,,not-merged
escape#v#4,,,,,escape#v#5,,escape#n#3,,,not-merged
escape#v#4,,,,,escape#v#2,,escape#n#6; escape#n#5,,,not-merged
escape#v#4,,,,,escape#v#3,,escape#n#5,,,not-merged
escape#v#4,,,,,escape#v#7,,,,,not-merged
escape#v#1,,escape#n#7; escape#n#1; escapee#n#1,,,escape#v#5,,escape#n#3,,,merged
escape#v#1,,escape#n#7; escape#n#1; escapee#n#1,,,escape#v#2,,escape#n#6; escape#n#5,,,not-merged
escape#v#1,,escape#n#7; escape#n#1; escapee#n#1,,,escape#v#3,,escape#n#5,,,not-merged
escape#v#1,,escape#n#7; escape#n#1; escapee#n#1,,,escape#v#7,,,,,not-merged
escape#v#5,,escape#n#3,,,escape#v#2,,escape#n#6; escape#n#5,,,not-merged
escape#v#5,,escape#n#3,,,escape#v#3,,escape#n#5,,,not-merged
escape#v#5,,escape#n#3,,,escape#v#7,,,,,not-merged
escape#v#2,,escape#n#6; escape#n#5,,,escape#v#3,,escape#n#5,,,merged
escape#v#2,,escape#n#6; escape#n#5,,,escape#v#7,,,,,merged
escape#v#3,,escape#n#5,,,escape#v#7,,,,,merged
draw#v#12,,,,,draw#v#4,,,,,not-merged
draw#v#12,,,,,draw#v#30,,draw#n#3,,,not-merged
draw#v#12,,,,,draw#v#22,,,,,not-merged
draw#v#12,,,,,draw#v#1,,draw#n#9; drawing#n#6,,,not-merged
draw#v#12,,,,,draw#v#2,,,draw#v#10,,not-merged
draw#v#12,,,,,draw#v#11,,,,,not-merged
draw#v#12,,,,,draw#v#20,,,,,not-merged
draw#v#12,,,,,draw#v#27,,,pass#v#11,,not-merged
draw#v#12,,,,,draw#v#28,,,pull_back#v#3,,not-merged
draw#v#12,,,,,draw#v#10,,,draw#v#2,,not-merged
draw#v#12,,,,,draw#v#15,,,,,not-merged
draw#v#12,,,,,draw#v#16,,,,,not-merged
draw#v#12,,,,,draw#v#21,,,take_out#v#10,,not-merged
draw#v#12,,,,,draw#v#24,,,force#v#8,,not-merged
draw#v#12,,,,,draw#v#26,,,retract#v#4; draw_in#v#3,,not-merged
draw#v#12,,,,,draw#v#31,,,knit#v#3,,not-merged
draw#v#12,,,,,draw#v#36,,,draw#v#17,,not-merged
draw#v#12,,,,,draw#v#5,,drawer#n#1,,,not-merged
draw#v#12,,,,,draw#v#7,,drawing#n#5,,,not-merged
draw#v#12,,,,,draw#v#9,,draw#n#5; draw#n#4,,,not-merged
draw#v#12,,,,,draw#v#13,deposit#v#2,drawee#n#1; drawer#n#2; withdrawer#n#6; withdrawal#n#2,take_out#v#10,,not-merged
draw#v#12,,,,,draw#v#14,,draw#n#5; draw#n#4; drawing#n#4,,,not-merged
draw#v#12,,,,,draw#v#17,,,draw#v#36,,not-merged
draw#v#12,,,,,draw#v#25,,,,,not-merged
draw#v#12,,,,,draw#v#33,,,draw#v#32,,not-merged
draw#v#12,,,,,draw#v#29,,,,,not-merged
draw#v#12,,,,,draw#v#32,,,draw#v#33; draw#v#35,,not-merged
draw#v#12,,,,,draw#v#35,,,draw#v#32,,not-merged
draw#v#12,,,,,draw#v#3,,drawing#n#2,,,not-merged
draw#v#12,,,,,draw#v#6,,drawer#n#3; drawing#n#1; drawing#n#2,delineate#v#4,,not-merged
draw#v#12,,,,,draw#v#8,,,,,not-merged
draw#v#12,,,,,draw#v#18,,,,,not-merged
draw#v#12,,,,,draw#v#19,,drawer#n#3; drawing#n#1; drawing#n#3,delineate#v#4,,not-merged
draw#v#12,,,,,draw#v#23,,,,,not-merged
draw#v#12,,,,,draw#v#34,,,,,not-merged
draw#v#4,,,,,draw#v#30,,draw#n#3,,,not-merged
draw#v#4,,,,,draw#v#22,,,,,not-merged
draw#v#4,,,,,draw#v#1,,draw#n#9; drawing#n#6,,,not-merged
draw#v#4,,,,,draw#v#2,,,draw#v#10,,not-merged
draw#v#4,,,,,draw#v#11,,,,,not-merged
draw#v#4,,,,,draw#v#20,,,,,not-merged
draw#v#4,,,,,draw#v#27,,,pass#v#11,,not-merged
draw#v#4,,,,,draw#v#28,,,pull_back#v#3,,not-merged
draw#v#4,,,,,draw#v#10,,,draw#v#2,,not-merged
draw#v#4,,,,,draw#v#15,,,,,not-merged
draw#v#4,,,,,draw#v#16,,,,,not-merged
draw#v#4,,,,,draw#v#21,,,take_out#v#10,,not-merged
draw#v#4,,,,,draw#v#24,,,force#v#8,,not-merged
draw#v#4,,,,,draw#v#26,,,retract#v#4; draw_in#v#3,,not-merged
draw#v#4,,,,,draw#v#31,,,knit#v#3,,not-merged
draw#v#4,,,,,draw#v#36,,,draw#v#17,,not-merged
draw#v#4,,,,,draw#v#5,,drawer#n#1,,,not-merged
draw#v#4,,,,,draw#v#7,,drawing#n#5,,,not-merged
draw#v#4,,,,,draw#v#9,,draw#n#5; draw#n#4,,,not-merged
draw#v#4,,,,,draw#v#13,deposit#v#2,drawee#n#1; drawer#n#2; withdrawer#n#6; withdrawal#n#2,take_out#v#10,,not-merged
draw#v#4,,,,,draw#v#14,,draw#n#5; draw#n#4; drawing#n#4,,,not-merged
draw#v#4,,,,,draw#v#17,,,draw#v#36,,not-merged
draw#v#4,,,,,draw#v#25,,,,,not-merged
draw#v#4,,,,,draw#v#33,,,draw#v#32,,not-merged
draw#v#4,,,,,draw#v#29,,,,,not-merged
draw#v#4,,,,,draw#v#32,,,draw#v#33; draw#v#35,,not-merged
draw#v#4,,,,,draw#v#35,,,draw#v#32,,not-merged
draw#v#4,,,,,draw#v#3,,drawing#n#2,,,not-merged
draw#v#4,,,,,draw#v#6,,drawer#n#3; drawing#n#1; drawing#n#2,delineate#v#4,,not-merged
draw#v#4,,,,,draw#v#8,,,,,not-merged
draw#v#4,,,,,draw#v#18,,,,,not-merged
draw#v#4,,,,,draw#v#19,,drawer#n#3; drawing#n#1; drawing#n#3,delineate#v#4,,not-merged
draw#v#4,,,,,draw#v#23,,,,,not-merged
draw#v#4,,,,,draw#v#34,,,,,not-merged
draw#v#30,,draw#n#3,,,draw#v#22,,,,,not-merged
draw#v#30,,draw#n#3,,,draw#v#1,,draw#n#9; drawing#n#6,,,not-merged
draw#v#30,,draw#n#3,,,draw#v#2,,,draw#v#10,,not-merged
draw#v#30,,draw#n#3,,,draw#v#11,,,,,not-merged
draw#v#30,,draw#n#3,,,draw#v#20,,,,,not-merged
draw#v#30,,draw#n#3,,,draw#v#27,,,pass#v#11,,not-merged
draw#v#30,,draw#n#3,,,draw#v#28,,,pull_back#v#3,,not-merged
