pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def
n,chapter.n.1,chapter.n.4,chapter.n.1,chapter.n.4,a subdivision of a written work; usually numbered and titled,a subdivision of a written work; usually numbered and titled,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church
n,chapter.n.1,chapter.n.2,chapter.n.1,chapter.n.2,a subdivision of a written work; usually numbered and titled,a subdivision of a written work; usually numbered and titled,any distinct period in history or in a person's life,a distinct period in history or in a person's life
n,chapter.n.1,chapter.n.5,chapter.n.1,chapter.n.5,a subdivision of a written work; usually numbered and titled,a subdivision of a written work; usually numbered and titled,a series of related events forming an episode,a series of related events forming an episode
n,chapter.n.3,chapter.n.4,chapter.n.3,chapter.n.4,a local branch of some fraternity or association,a local branch of some fraternity or association,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church
n,chapter.n.3,chapter.n.2,chapter.n.3,chapter.n.2,a local branch of some fraternity or association,a local branch of some fraternity or association,any distinct period in history or in a person's life,a distinct period in history or in a person's life
n,chapter.n.3,chapter.n.5,chapter.n.3,chapter.n.5,a local branch of some fraternity or association,a local branch of some fraternity or association,a series of related events forming an episode,a series of related events forming an episode
n,chapter.n.4,chapter.n.2,chapter.n.4,chapter.n.2,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,any distinct period in history or in a person's life,a distinct period in history or in a person's life
n,chapter.n.4,chapter.n.5,chapter.n.4,chapter.n.5,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,a series of related events forming an episode,a series of related events forming an episode
n,chapter.n.2,chapter.n.5,chapter.n.2,chapter.n.5,any distinct period in history or in a person's life,a distinct period in history or in a person's life,a series of related events forming an episode,a series of related events forming an episode
n,fight.n.1,fight.n.4,,battle.n.1,the act of fighting; any contest or struggle,the act of fighting; any contest or struggle,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war
n,fight.n.1,fight.n.2,,fight.n.2,the act of fighting; any contest or struggle,the act of fighting; any contest or struggle,an intense verbal dispute,an intense verbal dispute
n,fight.n.1,fight.n.3,,fight.n.3,the act of fighting; any contest or struggle,the act of fighting; any contest or struggle,a boxing or wrestling match,a boxing match
n,fight.n.1,fight.n.5,,competitiveness.n.1,the act of fighting; any contest or struggle,the act of fighting; any contest or struggle,an aggressive willingness to compete,an aggressive willingness to compete
n,fight.n.4,fight.n.2,battle.n.1,fight.n.2,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war,an intense verbal dispute,an intense verbal dispute
n,fight.n.4,fight.n.3,battle.n.1,fight.n.3,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war,a boxing or wrestling match,a boxing match
n,fight.n.4,fight.n.5,battle.n.1,competitiveness.n.1,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war,an aggressive willingness to compete,an aggressive willingness to compete
n,fight.n.2,fight.n.3,fight.n.2,fight.n.3,an intense verbal dispute,an intense verbal dispute,a boxing or wrestling match,a boxing match
n,fight.n.2,fight.n.5,fight.n.2,competitiveness.n.1,an intense verbal dispute,an intense verbal dispute,an aggressive willingness to compete,an aggressive willingness to compete
n,fight.n.3,fight.n.5,fight.n.3,competitiveness.n.1,a boxing or wrestling match,a boxing match,an aggressive willingness to compete,an aggressive willingness to compete
n,bill.n.1,bill.n.2,bill.n.1,bill.n.2,a statute in draft before it becomes law,a statute in draft before it becomes law,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services
n,bill.n.1,bill.n.3,bill.n.1,bill.n.3,a statute in draft before it becomes law,a statute in draft before it becomes law,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank)
n,bill.n.1,bill.n.7,bill.n.1,,a statute in draft before it becomes law,a statute in draft before it becomes law,horny projecting mouth of a bird,horny projecting jaws of a bird
n,bill.n.1,bill.n.9,bill.n.1,bill.n.9,a statute in draft before it becomes law,a statute in draft before it becomes law,a long-handled saw with a curved blade,a long-handled saw with a curved blade
n,bill.n.1,bill.n.10,bill.n.1,bill.n.10,a statute in draft before it becomes law,a statute in draft before it becomes law,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes
n,bill.n.1,bill.n.4,bill.n.1,bill.n.4,a statute in draft before it becomes law,a statute in draft before it becomes law,the entertainment offered at a public presentation,the entertainment offered at a public presentation
n,bill.n.1,bill.n.5,bill.n.1,bill.n.5,a statute in draft before it becomes law,a statute in draft before it becomes law,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare)
n,bill.n.1,bill.n.6,bill.n.1,circular.n.1,a statute in draft before it becomes law,a statute in draft before it becomes law,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.1,bill.n.8,bill.n.1,poster.n.1,a statute in draft before it becomes law,a statute in draft before it becomes law,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.2,bill.n.3,bill.n.2,bill.n.3,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank)
n,bill.n.2,bill.n.7,bill.n.2,,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,horny projecting mouth of a bird,horny projecting jaws of a bird
n,bill.n.2,bill.n.9,bill.n.2,bill.n.9,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a long-handled saw with a curved blade,a long-handled saw with a curved blade
n,bill.n.2,bill.n.10,bill.n.2,bill.n.10,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes
n,bill.n.2,bill.n.4,bill.n.2,bill.n.4,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,the entertainment offered at a public presentation,the entertainment offered at a public presentation
n,bill.n.2,bill.n.5,bill.n.2,bill.n.5,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare)
n,bill.n.2,bill.n.6,bill.n.2,circular.n.1,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.2,bill.n.8,bill.n.2,poster.n.1,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.3,bill.n.7,bill.n.3,,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),horny projecting mouth of a bird,horny projecting jaws of a bird
n,bill.n.3,bill.n.9,bill.n.3,bill.n.9,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a long-handled saw with a curved blade,a long-handled saw with a curved blade
n,bill.n.3,bill.n.10,bill.n.3,bill.n.10,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes
n,bill.n.3,bill.n.4,bill.n.3,bill.n.4,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),the entertainment offered at a public presentation,the entertainment offered at a public presentation
n,bill.n.3,bill.n.5,bill.n.3,bill.n.5,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare)
n,bill.n.3,bill.n.6,bill.n.3,circular.n.1,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.3,bill.n.8,bill.n.3,poster.n.1,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.7,bill.n.9,,bill.n.9,horny projecting mouth of a bird,horny projecting jaws of a bird,a long-handled saw with a curved blade,a long-handled saw with a curved blade
n,bill.n.7,bill.n.10,,bill.n.10,horny projecting mouth of a bird,horny projecting jaws of a bird,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes
n,bill.n.7,bill.n.4,,bill.n.4,horny projecting mouth of a bird,horny projecting jaws of a bird,the entertainment offered at a public presentation,the entertainment offered at a public presentation
n,bill.n.7,bill.n.5,,bill.n.5,horny projecting mouth of a bird,horny projecting jaws of a bird,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare)
n,bill.n.7,bill.n.6,,circular.n.1,horny projecting mouth of a bird,horny projecting jaws of a bird,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.7,bill.n.8,,poster.n.1,horny projecting mouth of a bird,horny projecting jaws of a bird,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.9,bill.n.10,bill.n.9,bill.n.10,a long-handled saw with a curved blade,a long-handled saw with a curved blade,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes
n,bill.n.9,bill.n.4,bill.n.9,bill.n.4,a long-handled saw with a curved blade,a long-handled saw with a curved blade,the entertainment offered at a public presentation,the entertainment offered at a public presentation
n,bill.n.9,bill.n.5,bill.n.9,bill.n.5,a long-handled saw with a curved blade,a long-handled saw with a curved blade,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare)
n,bill.n.9,bill.n.6,bill.n.9,circular.n.1,a long-handled saw with a curved blade,a long-handled saw with a curved blade,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.9,bill.n.8,bill.n.9,poster.n.1,a long-handled saw with a curved blade,a long-handled saw with a curved blade,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.10,bill.n.4,bill.n.10,bill.n.4,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,the entertainment offered at a public presentation,the entertainment offered at a public presentation
n,bill.n.10,bill.n.5,bill.n.10,bill.n.5,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare)
n,bill.n.10,bill.n.6,bill.n.10,circular.n.1,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.10,bill.n.8,bill.n.10,poster.n.1,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.4,bill.n.5,bill.n.4,bill.n.5,the entertainment offered at a public presentation,the entertainment offered at a public presentation,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare)
n,bill.n.4,bill.n.6,bill.n.4,circular.n.1,the entertainment offered at a public presentation,the entertainment offered at a public presentation,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.4,bill.n.8,bill.n.4,poster.n.1,the entertainment offered at a public presentation,the entertainment offered at a public presentation,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.5,bill.n.6,bill.n.5,circular.n.1,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
n,bill.n.5,bill.n.8,bill.n.5,poster.n.1,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,bill.n.6,bill.n.8,circular.n.1,poster.n.1,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement
n,care.n.2,care.n.3,caution.n.3,concern.n.2,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,an anxious feeling,an anxious feeling
n,care.n.2,care.n.4,caution.n.3,care.n.4,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,a cause for feeling concern,a cause for feeling concern
n,care.n.2,care.n.1,caution.n.3,care.n.1,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something
n,care.n.2,care.n.5,caution.n.3,care.n.5,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,attention and management implying responsibility for safety,attention and management implying responsibility for safety
n,care.n.2,care.n.6,caution.n.3,care.n.6,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order
n,care.n.3,care.n.4,concern.n.2,care.n.4,an anxious feeling,an anxious feeling,a cause for feeling concern,a cause for feeling concern
n,care.n.3,care.n.1,concern.n.2,care.n.1,an anxious feeling,an anxious feeling,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something
n,care.n.3,care.n.5,concern.n.2,care.n.5,an anxious feeling,an anxious feeling,attention and management implying responsibility for safety,attention and management implying responsibility for safety
n,care.n.3,care.n.6,concern.n.2,care.n.6,an anxious feeling,an anxious feeling,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order
n,care.n.4,care.n.1,care.n.4,care.n.1,a cause for feeling concern,a cause for feeling concern,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something
n,care.n.4,care.n.5,care.n.4,care.n.5,a cause for feeling concern,a cause for feeling concern,attention and management implying responsibility for safety,attention and management implying responsibility for safety
n,care.n.4,care.n.6,care.n.4,care.n.6,a cause for feeling concern,a cause for feeling concern,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order
n,care.n.1,care.n.5,care.n.1,care.n.5,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,attention and management implying responsibility for safety,attention and management implying responsibility for safety
n,care.n.1,care.n.6,care.n.1,care.n.6,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order
n,care.n.5,care.n.6,care.n.5,care.n.6,attention and management implying responsibility for safety,attention and management implying responsibility for safety,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order
n,decade.n.1,decade.n.2,decade.n.1,ten.n.1,a period of 10 years,a period of 10 years,the cardinal number that is the sum of nine and one; the base of the decimal system,the cardinal number that is the sum of nine and one; the base of the decimal system
n,specialist.n.2,specialist.n.1,specialist.n.2,,practices one branch of medicine,practices one branch of medicine,an expert who is devoted to one occupation or branch of learning,an expert who is devoted to one occupation or branch of learning
n,slice.n.1,slice.n.2,slice.n.1,piece.n.8,a share of something,a share of something,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion
n,slice.n.1,slice.n.3,slice.n.1,cut.n.5,a share of something,a share of something,a wound made by cutting,a wound made by cutting
n,slice.n.1,slice.n.4,slice.n.1,,a share of something,a share of something,a golf shot that curves to the right for a right-handed golfer,a golf shot that curves to the right for a right-handed golfer
n,slice.n.1,slice.n.5,slice.n.1,slice.n.5,a share of something,a share of something,a thin flat piece cut off of some object,a thin flat piece cut off of some object
n,slice.n.1,slice.n.6,slice.n.1,slice.n.6,a share of something,a share of something,a spatula for spreading paint or ink,a spatula for spreading paint or ink
n,slice.n.2,slice.n.3,piece.n.8,cut.n.5,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,a wound made by cutting,a wound made by cutting
n,slice.n.2,slice.n.4,piece.n.8,,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,a golf shot that curves to the right for a right-handed golfer,a golf shot that curves to the right for a right-handed golfer
n,slice.n.2,slice.n.5,piece.n.8,slice.n.5,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,a thin flat piece cut off of some object,a thin flat piece cut off of some object
n,slice.n.2,slice.n.6,piece.n.8,slice.n.6,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,a spatula for spreading paint or ink,a spatula for spreading paint or ink
n,slice.n.3,slice.n.4,cut.n.5,,a wound made by cutting,a wound made by cutting,a golf shot that curves to the right for a right-handed golfer,a golf shot that curves to the right for a right-handed golfer
n,slice.n.3,slice.n.5,cut.n.5,slice.n.5,a wound made by cutting,a wound made by cutting,a thin flat piece cut off of some object,a thin flat piece cut off of some object
n,slice.n.3,slice.n.6,cut.n.5,slice.n.6,a wound made by cutting,a wound made by cutting,a spatula for spreading paint or ink,a spatula for spreading paint or ink
n,slice.n.4,slice.n.5,,slice.n.5,a golf shot that curves to the right for a right-handed golfer,a golf shot that curves to the right for a right-handed golfer,a thin flat piece cut off of some object,a thin flat piece cut off of some object
n,slice.n.4,slice.n.6,,slice.n.6,a golf shot that curves to the right for a right-handed golfer,a golf shot that curves to the right for a right-handed golfer,a spatula for spreading paint or ink,a spatula for spreading paint or ink
n,slice.n.5,slice.n.6,slice.n.5,slice.n.6,a thin flat piece cut off of some object,a thin flat piece cut off of some object,a spatula for spreading paint or ink,a spatula for spreading paint or ink
n,core.n.2,core.n.5,core.n.1,core.n.5,a small group of indispensable persons or things,a small group of indispensable persons or things,a cylindrical sample of soil or rock obtained with a hollow drill,a cylindrical sample of soil or rock obtained with a hollow drill
n,core.n.2,core.n.6,core.n.1,,a small group of indispensable persons or things,a small group of indispensable persons or things,an organization founded by James Leonard Farmer in 1942 to work for racial equality,a cylindrical sample of soil or rock obtained with a hollow drill
n,core.n.2,core.n.9,core.n.1,core.n.8,a small group of indispensable persons or things,a small group of indispensable persons or things,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil
n,core.n.2,core.n.1,core.n.1,core.n.2,a small group of indispensable persons or things,a small group of indispensable persons or things,the center of an object,the center of an object
n,core.n.2,core.n.3,core.n.1,core.n.3,a small group of indispensable persons or things,a small group of indispensable persons or things,the central part of the Earth,the central part of the earth
n,core.n.2,core.n.4,core.n.1,kernel.n.3,a small group of indispensable persons or things,a small group of indispensable persons or things,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:
n,core.n.2,core.n.7,core.n.1,effect.n.6,a small group of indispensable persons or things,a small group of indispensable persons or things,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work
n,core.n.5,core.n.6,core.n.5,,a cylindrical sample of soil or rock obtained with a hollow drill,a cylindrical sample of soil or rock obtained with a hollow drill,an organization founded by James Leonard Farmer in 1942 to work for racial equality,the central meaning or theme of a speech or literary work
n,core.n.5,core.n.9,core.n.5,core.n.8,a cylindrical sample of soil or rock obtained with a hollow drill,a cylindrical sample of soil or rock obtained with a hollow drill,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil
n,core.n.5,core.n.1,core.n.5,core.n.2,a cylindrical sample of soil or rock obtained with a hollow drill,a cylindrical sample of soil or rock obtained with a hollow drill,the center of an object,the center of an object
n,core.n.5,core.n.3,core.n.5,core.n.3,a cylindrical sample of soil or rock obtained with a hollow drill,a cylindrical sample of soil or rock obtained with a hollow drill,the central part of the Earth,the central part of the earth
n,core.n.5,core.n.4,core.n.5,kernel.n.3,a cylindrical sample of soil or rock obtained with a hollow drill,a cylindrical sample of soil or rock obtained with a hollow drill,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:
n,core.n.5,core.n.7,core.n.5,effect.n.6,a cylindrical sample of soil or rock obtained with a hollow drill,a cylindrical sample of soil or rock obtained with a hollow drill,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work
n,core.n.6,core.n.9,,core.n.8,an organization founded by James Leonard Farmer in 1942 to work for racial equality,a cylindrical sample of soil or rock obtained with a hollow drill,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil
n,core.n.6,core.n.1,,core.n.2,an organization founded by James Leonard Farmer in 1942 to work for racial equality,a cylindrical sample of soil or rock obtained with a hollow drill,the center of an object,the center of an object
n,core.n.6,core.n.3,,core.n.3,an organization founded by James Leonard Farmer in 1942 to work for racial equality,a cylindrical sample of soil or rock obtained with a hollow drill,the central part of the Earth,the central part of the earth
n,core.n.6,core.n.4,,kernel.n.3,an organization founded by James Leonard Farmer in 1942 to work for racial equality,a cylindrical sample of soil or rock obtained with a hollow drill,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:
n,core.n.6,core.n.7,,effect.n.6,an organization founded by James Leonard Farmer in 1942 to work for racial equality,a cylindrical sample of soil or rock obtained with a hollow drill,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work
n,core.n.9,core.n.1,core.n.8,core.n.2,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the center of an object,the center of an object
n,core.n.9,core.n.3,core.n.8,core.n.3,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the central part of the Earth,the central part of the earth
n,core.n.9,core.n.4,core.n.8,kernel.n.3,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:
n,core.n.9,core.n.7,core.n.8,effect.n.6,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work
n,core.n.1,core.n.3,core.n.2,core.n.3,the center of an object,the center of an object,the central part of the Earth,the central part of the earth
n,core.n.1,core.n.4,core.n.2,kernel.n.3,the center of an object,the center of an object,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:
n,core.n.1,core.n.7,core.n.2,effect.n.6,the center of an object,the center of an object,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work
n,core.n.3,core.n.4,core.n.3,kernel.n.3,the central part of the Earth,the central part of the earth,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:
n,core.n.3,core.n.7,core.n.3,effect.n.6,the central part of the Earth,the central part of the earth,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work
n,core.n.4,core.n.7,kernel.n.3,effect.n.6,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work
n,teacher.n.1,teacher.n.2,teacher.n.1,teacher.n.2,a person whose occupation is teaching,a person whose occupation is teaching,a personified abstraction that teaches,a personified abstraction that teaches;  or
n,endeavor.n.1,endeavor.n.2,enterprise.n.1,attempt.n.1,a purposeful or industrious undertaking (especially one that requires effort or boldness),a purposeful or industrious undertaking (especially one that requires effort or boldness),earnest and conscientious activity intended to do or accomplish something,earnest and conscientious activity intended to do or accomplish something:
n,ridge.n.2,ridge.n.5,ridge.n.2,,any long raised strip,any long raised strip,any long raised border or margin of a bone or tooth or membrane,earnest and conscientious activity intended to do or accomplish something:
n,ridge.n.2,ridge.n.6,ridge.n.2,ridge.n.4,any long raised strip,any long raised strip,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,a beam laid along the ridge of a roof; provides attachment for upper end of rafters
n,ridge.n.2,ridge.n.1,ridge.n.2,ridge.n.1,any long raised strip,any long raised strip,a long narrow natural elevation or striation,a long narrow natural elevation or striation
n,ridge.n.2,ridge.n.3,ridge.n.2,,any long raised strip,any long raised strip,a long narrow natural elevation on the floor of the ocean,a long narrow natural elevation or striation
n,ridge.n.2,ridge.n.4,ridge.n.2,,any long raised strip,any long raised strip,a long narrow range of hills,a long narrow range of hills
n,ridge.n.5,ridge.n.6,,ridge.n.4,any long raised border or margin of a bone or tooth or membrane,any long raised strip,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,a beam laid along the ridge of a roof; provides attachment for upper end of rafters
n,ridge.n.5,ridge.n.1,,ridge.n.1,any long raised border or margin of a bone or tooth or membrane,any long raised strip,a long narrow natural elevation or striation,a long narrow natural elevation or striation
n,ridge.n.5,ridge.n.3,,,any long raised border or margin of a bone or tooth or membrane,any long raised strip,a long narrow natural elevation on the floor of the ocean,a long narrow natural elevation or striation
n,ridge.n.5,ridge.n.4,,,any long raised border or margin of a bone or tooth or membrane,any long raised strip,a long narrow range of hills,a long narrow range of hills
n,ridge.n.6,ridge.n.1,ridge.n.4,ridge.n.1,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,a beam laid along the ridge of a roof; provides attachment for upper end of rafters,a long narrow natural elevation or striation,a long narrow natural elevation or striation
n,ridge.n.6,ridge.n.3,ridge.n.4,,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,a beam laid along the ridge of a roof; provides attachment for upper end of rafters,a long narrow natural elevation on the floor of the ocean,a long narrow natural elevation or striation
n,ridge.n.6,ridge.n.4,ridge.n.4,,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,a beam laid along the ridge of a roof; provides attachment for upper end of rafters,a long narrow range of hills,a long narrow range of hills
n,ridge.n.1,ridge.n.3,ridge.n.1,,a long narrow natural elevation or striation,a long narrow natural elevation or striation,a long narrow natural elevation on the floor of the ocean,a long narrow range of hills
n,ridge.n.1,ridge.n.4,ridge.n.1,,a long narrow natural elevation or striation,a long narrow natural elevation or striation,a long narrow range of hills,a long narrow range of hills
n,ridge.n.3,ridge.n.4,,,a long narrow natural elevation on the floor of the ocean,a long narrow natural elevation or striation,a long narrow range of hills,a long narrow range of hills
n,perspective.n.1,perspective.n.2,position.n.3,perspective.n.2,a way of regarding situations or topics etc.,a way of regarding situations or topics etc.,the appearance of things relative to one another as determined by their distance from the viewer,the appearance of things relative to one another as determined by their distance from the viewer
n,framework.n.1,framework.n.2,model.n.1,framework.n.2,a hypothetical description of a complex entity or process,a simplified description of a complex entity or process,the underlying structure,the underlying structure
n,framework.n.1,framework.n.3,model.n.1,framework.n.3,a hypothetical description of a complex entity or process,a simplified description of a complex entity or process,a structure supporting or containing something,a structure supporting or containing something
n,framework.n.2,framework.n.3,framework.n.2,framework.n.3,the underlying structure,the underlying structure,a structure supporting or containing something,a structure supporting or containing something
n,holding.n.2,holding.n.1,property.n.1,retention.n.1,something owned; any tangible or intangible possession that is owned by someone,any tangible possession that is owned by someone,the act of retaining something,the act of keeping in your possession
n,syndicate.n.1,syndicate.n.2,,consortium.n.1,a loose affiliation of gangsters in charge of organized criminal activities,a loose affiliation of gangsters in charge of organized criminal activities,an association of companies for some definite purpose,an association of companies for some definite purpose
n,syndicate.n.1,syndicate.n.3,,,a loose affiliation of gangsters in charge of organized criminal activities,a loose affiliation of gangsters in charge of organized criminal activities,a news agency that sells features or articles or photographs etc. to newspapers for simultaneous publication,an association of companies for some definite purpose
