Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,work%2:42:10::,work.v.14,work.v.09,work%2:41:05::,work#v#14,work#v#09,02726583-v,02350261-v,,behave in a certain way when handled,,proceed towards a goal or along a path or through an activity,not-merged,work#v#14-work#v#09
v,work%2:42:10::,work.v.14,work.v.10,work%2:38:02::,work#v#14,work#v#10,02726583-v,01835055-v,,behave in a certain way when handled,,move in an agitated manner,not-merged,work#v#14-work#v#10
v,work%2:36:00::,work.v.05,work.v.09,work%2:41:05::,work#v#05,work#v#09,01653620-v,02350261-v,,"shape, form, or improve a material",,proceed towards a goal or along a path or through an activity,not-merged,work#v#05-work#v#09
v,work%2:36:00::,work.v.05,work.v.21,work%2:35:14::,work#v#05,work#v#21,01653620-v,01528365-v,,"shape, form, or improve a material",,move into or onto,not-merged,work#v#05-work#v#21
v,work%2:36:00::,work.v.05,work.v.18,work%2:39:10::,work#v#05,work#v#18,01653620-v,02097445-v,,"shape, form, or improve a material",,provoke or excite,not-merged,work#v#05-work#v#18
v,work%2:36:00::,work.v.05,work.v.19,work%2:37:10::,work#v#05,work#v#19,01653620-v,01800430-v,,"shape, form, or improve a material",,"gratify and charm, usually in order to influence",not-merged,work#v#05-work#v#19
v,work%2:36:00::,work.v.05,work.v.10,work%2:38:02::,work#v#05,work#v#10,01653620-v,01835055-v,,"shape, form, or improve a material",,move in an agitated manner,not-merged,work#v#05-work#v#10
v,work%2:36:00::,work.v.05,work.v.27,work%2:30:10::,work#v#05,work#v#27,01653620-v,00147533-v,,"shape, form, or improve a material",,arrive at a certain condition through repeated motion,not-merged,work#v#05-work#v#27
v,work%2:41:05::,work.v.09,work.v.21,work%2:35:14::,work#v#09,work#v#21,02350261-v,01528365-v,,proceed towards a goal or along a path or through an activity,,move into or onto,merged,work#v#09-work#v#21
v,work%2:41:05::,work.v.09,work.v.18,work%2:39:10::,work#v#09,work#v#18,02350261-v,02097445-v,,proceed towards a goal or along a path or through an activity,,provoke or excite,not-merged,work#v#09-work#v#18
v,work%2:41:05::,work.v.09,work.v.19,work%2:37:10::,work#v#09,work#v#19,02350261-v,01800430-v,,proceed towards a goal or along a path or through an activity,,"gratify and charm, usually in order to influence",not-merged,work#v#09-work#v#19
v,work%2:41:05::,work.v.09,work.v.10,work%2:38:02::,work#v#09,work#v#10,02350261-v,01835055-v,,proceed towards a goal or along a path or through an activity,,move in an agitated manner,not-merged,work#v#09-work#v#10
v,work%2:41:05::,work.v.09,work.v.27,work%2:30:10::,work#v#09,work#v#27,02350261-v,00147533-v,,proceed towards a goal or along a path or through an activity,,arrive at a certain condition through repeated motion,not-merged,work#v#09-work#v#27
v,work%2:35:14::,work.v.21,work.v.10,work%2:38:02::,work#v#21,work#v#10,01528365-v,01835055-v,,move into or onto,,move in an agitated manner,not-merged,work#v#21-work#v#10
v,work%2:39:10::,work.v.18,work.v.10,work%2:38:02::,work#v#18,work#v#10,02097445-v,01835055-v,,provoke or excite,,move in an agitated manner,not-merged,work#v#18-work#v#10
v,work%2:39:10::,work.v.18,work.v.27,work%2:30:10::,work#v#18,work#v#27,02097445-v,00147533-v,,provoke or excite,,arrive at a certain condition through repeated motion,not-merged,work#v#18-work#v#27
v,work%2:37:10::,work.v.19,work.v.10,work%2:38:02::,work#v#19,work#v#10,01800430-v,01835055-v,,"gratify and charm, usually in order to influence",,move in an agitated manner,not-merged,work#v#19-work#v#10
v,work%2:37:10::,work.v.19,work.v.27,work%2:30:10::,work#v#19,work#v#27,01800430-v,00147533-v,,"gratify and charm, usually in order to influence",,arrive at a certain condition through repeated motion,not-merged,work#v#19-work#v#27
n,facility%1:04:01::,facility.n.04,facility.n.01,facility%1:06:00::,facility#n#04,facility#n#01,00579981-n,03279978-n,,something designed and created to serve a particular function and to afford a particular convenience or service,,a building or place that provides a particular service or is used for a particular industry,merged,facility#n#04-facility#n#01
n,facility%1:04:01::,facility.n.04,facility.n.05,facility%1:04:00::,facility#n#04,facility#n#05,00579981-n,00573120-n,,something designed and created to serve a particular function and to afford a particular convenience or service,,a service that an organization or a piece of equipment offers you,merged,facility#n#04-facility#n#05
n,facility%1:04:01::,facility.n.04,facility.n.03,facility%1:07:00::,facility#n#04,facility#n#03,00579981-n,04653315-n,,something designed and created to serve a particular function and to afford a particular convenience or service,,a natural effortlessness; ; --Jane Austen,not-merged,facility#n#04-facility#n#03
n,facility%1:06:00::,facility.n.01,facility.n.05,facility%1:04:00::,facility#n#01,facility#n#05,03279978-n,00573120-n,,a building or place that provides a particular service or is used for a particular industry,,a service that an organization or a piece of equipment offers you,merged,facility#n#01-facility#n#05
n,facility%1:06:00::,facility.n.01,facility.n.03,facility%1:07:00::,facility#n#01,facility#n#03,03279978-n,04653315-n,,a building or place that provides a particular service or is used for a particular industry,,a natural effortlessness; ; --Jane Austen,not-merged,facility#n#01-facility#n#03
n,facility%1:04:00::,facility.n.05,facility.n.03,facility%1:07:00::,facility#n#05,facility#n#03,00573120-n,04653315-n,,a service that an organization or a piece of equipment offers you,,a natural effortlessness; ; --Jane Austen,not-merged,facility#n#05-facility#n#03
v,work_out%2:31:07::,work_out.v.05,work_out.v.02,work_out%2:42:00::,work_out#v#05,work_out#v#02,00631165-v,02586000-v,,be calculated,,"happen in a certain way, leading to, producing, or resulting in a certain outcome, often well",not-merged,work_out#v#05-work_out#v#02
v,hold%2:42:13::,hold.v.08,hold.v.19,hold%2:35:02::,hold#v#08,hold#v#18,02674836-v,01587693-v,,contain or hold; have within,,support or hold in a certain manner,not-merged,hold#v#08-hold#v#18
n,circuit%1:15:00::,circuit.n.03,circuit.n.01,circuit%1:06:00::,circuit#n#03,circuit#n#01,08496792-n,03003350-n,,an established itinerary of venues or events that a particular group of people travel to,,an electrical device that provides a path for electrical current to flow,not-merged,circuit#n#03-circuit#n#01
n,circuit%1:15:00::,circuit.n.03,circuit.n.04,circuit%1:14:00::,circuit#n#03,circuit#n#04,08496792-n,08215899-n,,an established itinerary of venues or events that a particular group of people travel to,,(law) a judicial division of a state or the United States (so-called because originally judges traveled and held court in different locations); one of the twelve groups of states in the United States that is covered by a particular circuit court of appeals,not-merged,circuit#n#03-circuit#n#04
n,circuit%1:06:00::,circuit.n.01,circuit.n.04,circuit%1:14:00::,circuit#n#01,circuit#n#04,03003350-n,08215899-n,,an electrical device that provides a path for electrical current to flow,,(law) a judicial division of a state or the United States (so-called because originally judges traveled and held court in different locations); one of the twelve groups of states in the United States that is covered by a particular circuit court of appeals,not-merged,circuit#n#01-circuit#n#04
v,face%2:42:02::,face.v.04,face.v.07,face%2:39:04::,face#v#04,face#v#07,02667677-v,02118058-v,,be opposite,,turn so as to expose the face,not-merged,face#v#04-face#v#07
v,face%2:42:02::,face.v.04,face.v.05,face%2:38:00::,face#v#04,face#v#05,02667677-v,01890446-v,,be opposite,,turn so as to face; turn the face in a certain direction,not-merged,face#v#04-face#v#05
v,face%2:42:02::,face.v.04,face.v.09,face%2:35:01::,face#v#04,face#v#09,02667677-v,01259684-v,,be opposite,,cover the front or surface of,not-merged,face#v#04-face#v#09
v,face%2:42:02::,face.v.04,face.v.08,face%2:35:00::,face#v#04,face#v#08,02667677-v,01260413-v,,be opposite,,line the edge (of a garment) with a different material,not-merged,face#v#04-face#v#08
v,face%2:39:04::,face.v.07,face.v.05,face%2:38:00::,face#v#07,face#v#05,02118058-v,01890446-v,,turn so as to expose the face,,turn so as to face; turn the face in a certain direction,merged,face#v#07-face#v#05
v,face%2:39:04::,face.v.07,face.v.09,face%2:35:01::,face#v#07,face#v#09,02118058-v,01259684-v,,turn so as to expose the face,,cover the front or surface of,not-merged,face#v#07-face#v#09
v,face%2:39:04::,face.v.07,face.v.08,face%2:35:00::,face#v#07,face#v#08,02118058-v,01260413-v,,turn so as to expose the face,,line the edge (of a garment) with a different material,not-merged,face#v#07-face#v#08
v,face%2:38:00::,face.v.05,face.v.09,face%2:35:01::,face#v#05,face#v#09,01890446-v,01259684-v,,turn so as to face; turn the face in a certain direction,,cover the front or surface of,not-merged,face#v#05-face#v#09
v,face%2:38:00::,face.v.05,face.v.08,face%2:35:00::,face#v#05,face#v#08,01890446-v,01260413-v,,turn so as to face; turn the face in a certain direction,,line the edge (of a garment) with a different material,not-merged,face#v#05-face#v#08
v,face%2:35:01::,face.v.09,face.v.08,face%2:35:00::,face#v#09,face#v#08,01259684-v,01260413-v,,cover the front or surface of,,line the edge (of a garment) with a different material,merged,face#v#09-face#v#08
n,post%1:15:00::,post.n.01,post.n.06,post%1:10:02::,post#n#01,post#n#09,08504092-n,07158593-n,,the position where someone (as a guard or sentry) stands or is assigned to stand,,a pole or stake set up to mark something (as the start or end of a race track),not-merged,post#n#01-post#n#09
n,post%1:15:00::,post.n.01,post.n.04,post%1:06:00::,post#n#01,post#n#04,08504092-n,03943294-n,,the position where someone (as a guard or sentry) stands or is assigned to stand,,an upright consisting of a piece of timber or metal fixed firmly in an upright position,not-merged,post#n#01-post#n#04
n,post%1:15:00::,post.n.01,post.n.08,post%1:04:01::,post#n#01,post#n#11,08504092-n,00314587-n,,the position where someone (as a guard or sentry) stands or is assigned to stand,,the delivery and collection of letters and packages,not-merged,post#n#01-post#n#11
n,post%1:10:02::,post.n.06,post.n.04,post%1:06:00::,post#n#09,post#n#04,07158593-n,03943294-n,,a pole or stake set up to mark something (as the start or end of a race track),,an upright consisting of a piece of timber or metal fixed firmly in an upright position,merged,post#n#09-post#n#04
n,post%1:10:02::,post.n.06,post.n.08,post%1:04:01::,post#n#09,post#n#11,07158593-n,00314587-n,,a pole or stake set up to mark something (as the start or end of a race track),,the delivery and collection of letters and packages,not-merged,post#n#09-post#n#11
n,post%1:06:00::,post.n.04,post.n.08,post%1:04:01::,post#n#04,post#n#11,03943294-n,00314587-n,,an upright consisting of a piece of timber or metal fixed firmly in an upright position,,the delivery and collection of letters and packages,not-merged,post#n#04-post#n#11
v,dress%2:29:01::,dress.v.02,dress.v.01,dress%2:29:00::,dress#v#02,dress#v#01,00047400-v,00045989-v,,provide with clothes or put clothes on,,put on clothes,merged,dress#v#02-dress#v#01
v,dress%2:29:01::,dress.v.02,dress.v.04,dress%2:29:07::,dress#v#02,dress#v#04,00047400-v,00044278-v,,provide with clothes or put clothes on,,dress in a certain manner,merged,dress#v#02-dress#v#04
v,dress%2:29:01::,dress.v.02,dress.v.06,dress%2:30:00::,dress#v#02,dress#v#06,00047400-v,00537416-v,,provide with clothes or put clothes on,,kill and prepare for market or consumption,not-merged,dress#v#02-dress#v#06
v,dress%2:29:01::,dress.v.02,dress.v.10,dress%2:35:00::,dress#v#02,dress#v#10,00047400-v,01352105-v,,provide with clothes or put clothes on,,put a dressing on,not-merged,dress#v#02-dress#v#10
v,dress%2:29:01::,dress.v.02,dress.v.09,dress%2:35:04::,dress#v#02,dress#v#09,00047400-v,01453805-v,,provide with clothes or put clothes on,,provide with decoration,not-merged,dress#v#02-dress#v#09
v,dress%2:29:01::,dress.v.02,dress.v.14,dress%2:29:06::,dress#v#02,dress#v#15,00047400-v,00045094-v,,provide with clothes or put clothes on,,give a neat appearance to,not-merged,dress#v#02-dress#v#15
v,dress%2:29:01::,dress.v.02,dress.v.15,dress%2:29:04::,dress#v#02,dress#v#16,00047400-v,00038340-v,,provide with clothes or put clothes on,,arrange attractively,not-merged,dress#v#02-dress#v#16
v,dress%2:29:01::,dress.v.02,dress.v.03,dress%2:35:02::,dress#v#02,dress#v#03,00047400-v,01254670-v,,provide with clothes or put clothes on,,put a finish on,not-merged,dress#v#02-dress#v#03
v,dress%2:29:01::,dress.v.02,dress.v.07,dress%2:38:07::,dress#v#02,dress#v#07,00047400-v,02018346-v,,provide with clothes or put clothes on,,arrange in ranks,not-merged,dress#v#02-dress#v#07
v,dress%2:29:01::,dress.v.02,dress.v.12,dress%2:30:08::,dress#v#02,dress#v#13,00047400-v,00506467-v,,provide with clothes or put clothes on,,convert into leather,not-merged,dress#v#02-dress#v#13
v,dress%2:29:01::,dress.v.02,dress.v.13,dress%2:29:02::,dress#v#02,dress#v#14,00047400-v,00081876-v,,provide with clothes or put clothes on,,apply a bandage or medication to,not-merged,dress#v#02-dress#v#14
v,dress%2:29:00::,dress.v.01,dress.v.04,dress%2:29:07::,dress#v#01,dress#v#04,00045989-v,00044278-v,,put on clothes,,dress in a certain manner,merged,dress#v#01-dress#v#04
v,dress%2:29:00::,dress.v.01,dress.v.06,dress%2:30:00::,dress#v#01,dress#v#06,00045989-v,00537416-v,,put on clothes,,kill and prepare for market or consumption,not-merged,dress#v#01-dress#v#06
v,dress%2:29:00::,dress.v.01,dress.v.10,dress%2:35:00::,dress#v#01,dress#v#10,00045989-v,01352105-v,,put on clothes,,put a dressing on,not-merged,dress#v#01-dress#v#10
v,dress%2:29:00::,dress.v.01,dress.v.09,dress%2:35:04::,dress#v#01,dress#v#09,00045989-v,01453805-v,,put on clothes,,provide with decoration,not-merged,dress#v#01-dress#v#09
v,dress%2:29:00::,dress.v.01,dress.v.14,dress%2:29:06::,dress#v#01,dress#v#15,00045989-v,00045094-v,,put on clothes,,give a neat appearance to,not-merged,dress#v#01-dress#v#15
v,dress%2:29:00::,dress.v.01,dress.v.15,dress%2:29:04::,dress#v#01,dress#v#16,00045989-v,00038340-v,,put on clothes,,arrange attractively,not-merged,dress#v#01-dress#v#16
v,dress%2:29:00::,dress.v.01,dress.v.03,dress%2:35:02::,dress#v#01,dress#v#03,00045989-v,01254670-v,,put on clothes,,put a finish on,not-merged,dress#v#01-dress#v#03
v,dress%2:29:00::,dress.v.01,dress.v.07,dress%2:38:07::,dress#v#01,dress#v#07,00045989-v,02018346-v,,put on clothes,,arrange in ranks,not-merged,dress#v#01-dress#v#07
v,dress%2:29:00::,dress.v.01,dress.v.12,dress%2:30:08::,dress#v#01,dress#v#13,00045989-v,00506467-v,,put on clothes,,convert into leather,not-merged,dress#v#01-dress#v#13
v,dress%2:29:00::,dress.v.01,dress.v.13,dress%2:29:02::,dress#v#01,dress#v#14,00045989-v,00081876-v,,put on clothes,,apply a bandage or medication to,not-merged,dress#v#01-dress#v#14
v,dress%2:29:07::,dress.v.04,dress.v.06,dress%2:30:00::,dress#v#04,dress#v#06,00044278-v,00537416-v,,dress in a certain manner,,kill and prepare for market or consumption,not-merged,dress#v#04-dress#v#06
v,dress%2:29:07::,dress.v.04,dress.v.10,dress%2:35:00::,dress#v#04,dress#v#10,00044278-v,01352105-v,,dress in a certain manner,,put a dressing on,not-merged,dress#v#04-dress#v#10
v,dress%2:29:07::,dress.v.04,dress.v.09,dress%2:35:04::,dress#v#04,dress#v#09,00044278-v,01453805-v,,dress in a certain manner,,provide with decoration,not-merged,dress#v#04-dress#v#09
v,dress%2:29:07::,dress.v.04,dress.v.14,dress%2:29:06::,dress#v#04,dress#v#15,00044278-v,00045094-v,,dress in a certain manner,,give a neat appearance to,not-merged,dress#v#04-dress#v#15
v,dress%2:29:07::,dress.v.04,dress.v.15,dress%2:29:04::,dress#v#04,dress#v#16,00044278-v,00038340-v,,dress in a certain manner,,arrange attractively,not-merged,dress#v#04-dress#v#16
v,dress%2:29:07::,dress.v.04,dress.v.03,dress%2:35:02::,dress#v#04,dress#v#03,00044278-v,01254670-v,,dress in a certain manner,,put a finish on,not-merged,dress#v#04-dress#v#03
v,dress%2:29:07::,dress.v.04,dress.v.07,dress%2:38:07::,dress#v#04,dress#v#07,00044278-v,02018346-v,,dress in a certain manner,,arrange in ranks,not-merged,dress#v#04-dress#v#07
v,dress%2:29:07::,dress.v.04,dress.v.12,dress%2:30:08::,dress#v#04,dress#v#13,00044278-v,00506467-v,,dress in a certain manner,,convert into leather,not-merged,dress#v#04-dress#v#13
v,dress%2:29:07::,dress.v.04,dress.v.13,dress%2:29:02::,dress#v#04,dress#v#14,00044278-v,00081876-v,,dress in a certain manner,,apply a bandage or medication to,not-merged,dress#v#04-dress#v#14
v,dress%2:30:00::,dress.v.06,dress.v.10,dress%2:35:00::,dress#v#06,dress#v#10,00537416-v,01352105-v,,kill and prepare for market or consumption,,put a dressing on,merged,dress#v#06-dress#v#10
v,dress%2:30:00::,dress.v.06,dress.v.09,dress%2:35:04::,dress#v#06,dress#v#09,00537416-v,01453805-v,,kill and prepare for market or consumption,,provide with decoration,not-merged,dress#v#06-dress#v#09
v,dress%2:30:00::,dress.v.06,dress.v.14,dress%2:29:06::,dress#v#06,dress#v#15,00537416-v,00045094-v,,kill and prepare for market or consumption,,give a neat appearance to,not-merged,dress#v#06-dress#v#15
v,dress%2:30:00::,dress.v.06,dress.v.15,dress%2:29:04::,dress#v#06,dress#v#16,00537416-v,00038340-v,,kill and prepare for market or consumption,,arrange attractively,not-merged,dress#v#06-dress#v#16
v,dress%2:30:00::,dress.v.06,dress.v.03,dress%2:35:02::,dress#v#06,dress#v#03,00537416-v,01254670-v,,kill and prepare for market or consumption,,put a finish on,not-merged,dress#v#06-dress#v#03
v,dress%2:30:00::,dress.v.06,dress.v.07,dress%2:38:07::,dress#v#06,dress#v#07,00537416-v,02018346-v,,kill and prepare for market or consumption,,arrange in ranks,not-merged,dress#v#06-dress#v#07
v,dress%2:30:00::,dress.v.06,dress.v.12,dress%2:30:08::,dress#v#06,dress#v#13,00537416-v,00506467-v,,kill and prepare for market or consumption,,convert into leather,not-merged,dress#v#06-dress#v#13
v,dress%2:30:00::,dress.v.06,dress.v.13,dress%2:29:02::,dress#v#06,dress#v#14,00537416-v,00081876-v,,kill and prepare for market or consumption,,apply a bandage or medication to,not-merged,dress#v#06-dress#v#14
v,dress%2:35:00::,dress.v.10,dress.v.09,dress%2:35:04::,dress#v#10,dress#v#09,01352105-v,01453805-v,,put a dressing on,,provide with decoration,not-merged,dress#v#10-dress#v#09
v,dress%2:35:00::,dress.v.10,dress.v.14,dress%2:29:06::,dress#v#10,dress#v#15,01352105-v,00045094-v,,put a dressing on,,give a neat appearance to,not-merged,dress#v#10-dress#v#15
v,dress%2:35:00::,dress.v.10,dress.v.15,dress%2:29:04::,dress#v#10,dress#v#16,01352105-v,00038340-v,,put a dressing on,,arrange attractively,not-merged,dress#v#10-dress#v#16
v,dress%2:35:00::,dress.v.10,dress.v.03,dress%2:35:02::,dress#v#10,dress#v#03,01352105-v,01254670-v,,put a dressing on,,put a finish on,not-merged,dress#v#10-dress#v#03
v,dress%2:35:00::,dress.v.10,dress.v.07,dress%2:38:07::,dress#v#10,dress#v#07,01352105-v,02018346-v,,put a dressing on,,arrange in ranks,not-merged,dress#v#10-dress#v#07
v,dress%2:35:00::,dress.v.10,dress.v.12,dress%2:30:08::,dress#v#10,dress#v#13,01352105-v,00506467-v,,put a dressing on,,convert into leather,not-merged,dress#v#10-dress#v#13
v,dress%2:35:00::,dress.v.10,dress.v.13,dress%2:29:02::,dress#v#10,dress#v#14,01352105-v,00081876-v,,put a dressing on,,apply a bandage or medication to,not-merged,dress#v#10-dress#v#14
v,dress%2:35:04::,dress.v.09,dress.v.14,dress%2:29:06::,dress#v#09,dress#v#15,01453805-v,00045094-v,,provide with decoration,,give a neat appearance to,merged,dress#v#09-dress#v#15
v,dress%2:35:04::,dress.v.09,dress.v.15,dress%2:29:04::,dress#v#09,dress#v#16,01453805-v,00038340-v,,provide with decoration,,arrange attractively,merged,dress#v#09-dress#v#16
v,dress%2:35:04::,dress.v.09,dress.v.03,dress%2:35:02::,dress#v#09,dress#v#03,01453805-v,01254670-v,,provide with decoration,,put a finish on,not-merged,dress#v#09-dress#v#03
v,dress%2:35:04::,dress.v.09,dress.v.07,dress%2:38:07::,dress#v#09,dress#v#07,01453805-v,02018346-v,,provide with decoration,,arrange in ranks,not-merged,dress#v#09-dress#v#07
v,dress%2:35:04::,dress.v.09,dress.v.12,dress%2:30:08::,dress#v#09,dress#v#13,01453805-v,00506467-v,,provide with decoration,,convert into leather,not-merged,dress#v#09-dress#v#13
v,dress%2:35:04::,dress.v.09,dress.v.13,dress%2:29:02::,dress#v#09,dress#v#14,01453805-v,00081876-v,,provide with decoration,,apply a bandage or medication to,not-merged,dress#v#09-dress#v#14
v,dress%2:29:06::,dress.v.14,dress.v.15,dress%2:29:04::,dress#v#15,dress#v#16,00045094-v,00038340-v,,give a neat appearance to,,arrange attractively,merged,dress#v#15-dress#v#16
v,dress%2:29:06::,dress.v.14,dress.v.03,dress%2:35:02::,dress#v#15,dress#v#03,00045094-v,01254670-v,,give a neat appearance to,,put a finish on,not-merged,dress#v#15-dress#v#03
v,dress%2:29:06::,dress.v.14,dress.v.07,dress%2:38:07::,dress#v#15,dress#v#07,00045094-v,02018346-v,,give a neat appearance to,,arrange in ranks,not-merged,dress#v#15-dress#v#07
v,dress%2:29:06::,dress.v.14,dress.v.12,dress%2:30:08::,dress#v#15,dress#v#13,00045094-v,00506467-v,,give a neat appearance to,,convert into leather,not-merged,dress#v#15-dress#v#13
v,dress%2:29:06::,dress.v.14,dress.v.13,dress%2:29:02::,dress#v#15,dress#v#14,00045094-v,00081876-v,,give a neat appearance to,,apply a bandage or medication to,not-merged,dress#v#15-dress#v#14
v,dress%2:29:04::,dress.v.15,dress.v.03,dress%2:35:02::,dress#v#16,dress#v#03,00038340-v,01254670-v,,arrange attractively,,put a finish on,not-merged,dress#v#16-dress#v#03
v,dress%2:29:04::,dress.v.15,dress.v.07,dress%2:38:07::,dress#v#16,dress#v#07,00038340-v,02018346-v,,arrange attractively,,arrange in ranks,not-merged,dress#v#16-dress#v#07
v,dress%2:29:04::,dress.v.15,dress.v.12,dress%2:30:08::,dress#v#16,dress#v#13,00038340-v,00506467-v,,arrange attractively,,convert into leather,not-merged,dress#v#16-dress#v#13
v,dress%2:29:04::,dress.v.15,dress.v.13,dress%2:29:02::,dress#v#16,dress#v#14,00038340-v,00081876-v,,arrange attractively,,apply a bandage or medication to,not-merged,dress#v#16-dress#v#14
v,dress%2:35:02::,dress.v.03,dress.v.07,dress%2:38:07::,dress#v#03,dress#v#07,01254670-v,02018346-v,,put a finish on,,arrange in ranks,not-merged,dress#v#03-dress#v#07
v,dress%2:35:02::,dress.v.03,dress.v.12,dress%2:30:08::,dress#v#03,dress#v#13,01254670-v,00506467-v,,put a finish on,,convert into leather,not-merged,dress#v#03-dress#v#13
v,dress%2:35:02::,dress.v.03,dress.v.13,dress%2:29:02::,dress#v#03,dress#v#14,01254670-v,00081876-v,,put a finish on,,apply a bandage or medication to,not-merged,dress#v#03-dress#v#14
v,dress%2:38:07::,dress.v.07,dress.v.12,dress%2:30:08::,dress#v#07,dress#v#13,02018346-v,00506467-v,,arrange in ranks,,convert into leather,not-merged,dress#v#07-dress#v#13
v,dress%2:38:07::,dress.v.07,dress.v.13,dress%2:29:02::,dress#v#07,dress#v#14,02018346-v,00081876-v,,arrange in ranks,,apply a bandage or medication to,not-merged,dress#v#07-dress#v#14
v,dress%2:30:08::,dress.v.12,dress.v.13,dress%2:29:02::,dress#v#13,dress#v#14,00506467-v,00081876-v,,convert into leather,,apply a bandage or medication to,not-merged,dress#v#13-dress#v#14
n,material%1:27:00::,material.n.01,material.n.03,material%1:06:01::,material#n#01,material#n#03,14387488-n,03688697-n,,the tangible substance that goes into the makeup of a physical object,,things needed for doing or making something,not-merged,material#n#01-material#n#03
n,material%1:27:00::,material.n.01,material.n.02,material%1:10:00::,material#n#01,material#n#02,14387488-n,06547258-n,,the tangible substance that goes into the makeup of a physical object,,information (data or ideas or observations) that can be used or reworked into a finished form,not-merged,material#n#01-material#n#02
n,material%1:27:00::,material.n.01,material.n.05,material%1:18:00::,material#n#01,material#n#05,14387488-n,10146995-n,,the tangible substance that goes into the makeup of a physical object,,a person judged suitable for admission or employment,not-merged,material#n#01-material#n#05
n,material%1:06:01::,material.n.03,material.n.02,material%1:10:00::,material#n#03,material#n#02,03688697-n,06547258-n,,things needed for doing or making something,,information (data or ideas or observations) that can be used or reworked into a finished form,merged,material#n#03-material#n#02
n,material%1:06:01::,material.n.03,material.n.05,material%1:18:00::,material#n#03,material#n#05,03688697-n,10146995-n,,things needed for doing or making something,,a person judged suitable for admission or employment,not-merged,material#n#03-material#n#05
n,material%1:10:00::,material.n.02,material.n.05,material%1:18:00::,material#n#02,material#n#05,06547258-n,10146995-n,,information (data or ideas or observations) that can be used or reworked into a finished form,,a person judged suitable for admission or employment,not-merged,material#n#02-material#n#05
v,overturn%2:38:00::,overturn.v.01,overturn.v.02,overturn%2:38:01::,overturn#v#01,overturn#v#02,01891478-v,01892059-v,,turn from an upright or normal position,,cause to overturn from an upright or normal position,merged,overturn#v#01-overturn#v#02
v,turn%2:38:02::,turn.v.04,turn.v.01,turn%2:38:00::,turn#v#04,turn#v#01,02071309-v,01889339-v,,cause to move around or rotate,,"change orientation or direction, also in the abstract sense",merged,turn#v#04-turn#v#01
v,turn%2:38:02::,turn.v.04,turn.v.08,turn%2:38:04::,turn#v#04,turn#v#08,02071309-v,02077440-v,,cause to move around or rotate,,move around an axis or a center,merged,turn#v#04-turn#v#08
v,turn%2:38:02::,turn.v.04,turn.v.20,turn%2:38:13::,turn#v#04,turn#v#20,02071309-v,02071760-v,,cause to move around or rotate,,cause to move along an axis or into a new direction,merged,turn#v#04-turn#v#20
v,turn%2:38:02::,turn.v.04,turn.v.05,turn%2:30:03::,turn#v#04,turn#v#05,02071309-v,00123553-v,,cause to move around or rotate,,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#04-turn#v#05
v,turn%2:38:02::,turn.v.04,turn.v.12,turn%2:30:09::,turn#v#04,turn#v#12,02071309-v,00279119-v,,cause to move around or rotate,,change color,not-merged,turn#v#04-turn#v#12
v,turn%2:38:02::,turn.v.04,turn.v.13,turn%2:42:13::,turn#v#04,turn#v#13,02071309-v,02601586-v,,cause to move around or rotate,,cause to change or turn into something different;assume new characteristics,not-merged,turn#v#04-turn#v#13
v,turn%2:38:02::,turn.v.04,turn.v.18,turn%2:41:10::,turn#v#04,turn#v#18,02071309-v,02538112-v,,cause to move around or rotate,,accomplish by rotating,not-merged,turn#v#04-turn#v#18
v,turn%2:38:02::,turn.v.04,turn.v.16,turn%2:35:06::,turn#v#04,turn#v#16,02071309-v,01571163-v,,cause to move around or rotate,,shape by rotating on a lathe or cutting device or a wheel,not-merged,turn#v#04-turn#v#16
v,turn%2:38:02::,turn.v.04,turn.v.24,turn%2:33:13::,turn#v#04,turn#v#24,02071309-v,01140908-v,,cause to move around or rotate,,direct at someone,not-merged,turn#v#04-turn#v#24
v,turn%2:38:02::,turn.v.04,turn.v.21,turn%2:38:14::,turn#v#04,turn#v#21,02071309-v,01933874-v,,cause to move around or rotate,,"channel one's attention, interest, thought, or attention toward or away from something",not-merged,turn#v#04-turn#v#21
v,turn%2:38:02::,turn.v.04,turn.v.06,turn%2:38:06::,turn#v#04,turn#v#06,02071309-v,01934145-v,,cause to move around or rotate,,to send or let go,not-merged,turn#v#04-turn#v#06
v,turn%2:38:02::,turn.v.04,turn.v.07,turn%2:38:03::,turn#v#04,turn#v#07,02071309-v,01891893-v,,cause to move around or rotate,,pass to the other side of,not-merged,turn#v#04-turn#v#07
v,turn%2:38:02::,turn.v.04,turn.v.09,turn%2:38:01::,turn#v#04,turn#v#09,02071309-v,02070745-v,,cause to move around or rotate,,cause to move around a center so as to show another side of,not-merged,turn#v#04-turn#v#09
v,turn%2:38:02::,turn.v.04,turn.v.14,turn%2:35:08::,turn#v#04,turn#v#14,02071309-v,01424032-v,,cause to move around or rotate,,let (something) fall or spill a container,not-merged,turn#v#04-turn#v#14
