,Version,WordPos,SenseNums,Group,GroupSense
2848,2.1,hallway-n,1,1,1
2850,2.1,border-n,1 2 3,1,1
2851,2.1,border-n,4 5,1,2
2852,2.1,forget-v,"2,3,4",1,1
2853,2.1,forget-v,,1,2
2854,2.1,forget-v,1,1,3
2855,2.1,say-v,"1,2,5,6,7,9",1,1
2856,2.1,say-v,"10,11",1,2
2857,2.1,say-v,3,1,3
2858,2.1,say-v,4,1,4
2859,2.1,say-v,8,1,5
2860,2.1,decide-v,"1,3",1,1
2861,2.1,decide-v,2,1,2
2862,2.1,decide-v,4,1,3
2863,2.1,delay-v,"1,4",1,1
2864,2.1,delay-v,"1,2,3",1,2
2865,2.1,allege-v,1,1,1
2870,2.1,restore-v,"1,2,4,5",1,1
2871,2.1,restore-v,3,1,2
2872,2.1,shed-v,"1,4",1,1
2873,2.1,shed-v,,1,2
2874,2.1,shed-v,"2,3",1,3
2875,2.1,shed-v,1,1,4
2876,2.1,shed-v,1,1,5
2877,2.1,observe-v,"3,4,7,8",1,1
2878,2.1,observe-v,"5,6,9",1,2
2879,2.1,observe-v,1,1,3
2880,2.1,observe-v,2,1,4
2881,2.1,recommend-v,"1,2",1,1
2882,2.1,recommend-v,3,1,2
2883,2.1,recommend-v,,1,3
2884,2.1,headquarters-n,,1,1
2885,2.1,headquarters-n,2,1,2
2886,2.1,act-v,"3,4,5,9,10",1,1
2887,2.1,act-v,"1,2,7,8",1,2
2888,2.1,act-v,"1,2",1,3
2890,2.1,attack-v,2,1,2
2891,2.1,attack-v,5,1,3
2892,2.1,spin-v,"1,3",1,1
2895,2.1,spin-v,8,1,4
2898,2.1,spin-v,,1,7
2899,2.1,endeavor-n,1,1,1
2900,2.1,endeavor-n,2,1,2
2901,2.1,accordance-n,1,1,1
2902,2.1,accordance-n,2,1,2
2903,2.1,shake-v,"1,2,3,4,8",1,1
2904,2.1,shake-v,"5,6",1,2
2905,2.1,shake-v,9,1,3
2906,2.1,shake-v,7,1,4
2907,2.1,shake-v,,1,5
2908,2.1,feature-v,"1,2",1,1
2909,2.1,drag-v,"1,2,3,7,10",1,1
2910,2.1,drag-v,"4,5,8,11",1,2
2911,2.1,drag-v,9,1,3
2912,2.1,drag-v,6,1,4
2913,2.1,drag-v,1,1,5
2914,2.1,drag-v,,1,6
2915,2.1,drag-v,1,1,7
2916,2.1,drag-v,,1,8
2917,2.1,net-n,1,1,1
2918,2.1,net-n,2,1,2
2919,2.1,net-n,3,1,3
2920,2.1,net-n,"4,5",1,4
2921,2.1,net-n,6,1,5
2924,2.1,back-v,"2,4",1,1
2925,2.1,back-v,"1,3,5,6,7,9",1,2
2927,2.1,back-v,,1,4
2928,2.1,back-v,,1,5
2929,2.1,back-v,,1,6
2930,2.1,back-v,,1,7
2932,2.1,emergency-n,1,1,1
2933,2.1,emergency-n,2,1,2
2934,2.1,emergency-n,3,1,3
2935,2.1,brand-n,"1,2",1,1
2936,2.1,brand-n,"3,5",1,2
2937,2.1,brand-n,4,1,3
2939,2.1,brand-n,6,1,5
2940,2.1,install-v,1,1,1
2941,2.1,install-v,"2,3",1,2
2942,2.1,arm-n,1,1,1
2943,2.1,arm-n,2,1,2
2944,2.1,arm-n,3,1,3
2945,2.1,arm-n,"4,5",1,4
2946,2.1,arm-n,5,1,5
2950,2.1,arm-n,idioms,1,9
2951,2.1,assert-v,"1,2,4",1,1
2952,2.1,assert-v,3,1,2
2954,2.1,discover-v,"1,2,3,4,5,7,8",1,1
2955,2.1,discover-v,6,1,2
2958,2.1,conduct-v,"2,6",1,1
2959,2.1,conduct-v,1,1,2
2960,2.1,conduct-v,3,1,3
2961,2.1,conduct-v,4,1,4
2962,2.1,conduct-v,5,1,5
2964,2.1,join-v,"2,4,5",1,1
2965,2.1,join-v,1,1,2
2966,2.1,join-v,3,1,3
2967,2.1,join-v,3,1,4
2971,2.1,tunnel-n,1,1,1
2972,2.1,tunnel-n,2,1,2
2973,2.1,article-n,1,1,1
2974,2.1,article-n,2,1,2
2975,2.1,article-n,,1,3
2976,2.1,article-n,4,1,4
2977,2.1,turf-n,1,1,1
2978,2.1,turf-n,"2,3",1,2
2981,2.1,process-v,"2,5",1,1
2982,2.1,process-v,3,1,2
2983,2.1,process-v,"1,4,6",1,3
2984,2.1,process-v,,1,4
2985,2.1,process-v,7,1,5
2988,2.1,arrive-v,"1,2",1,1
2989,2.1,send-v,"2,3,4,6,8",1,1
2990,2.1,send-v,"5,7",1,2
2991,2.1,send-v,1,1,3
2992,2.1,send-v,8,1,4
2993,2.1,care-v,"1,5",1,1
2994,2.1,care-v,"2,4",1,2
2995,2.1,care-v,3,1,3
2996,2.1,oust-v,1,1,1
2997,2.1,oust-v,2,1,2
3002,2.1,company-n,1,1,1
3003,2.1,company-n,"2,4,5,8,9",1,2
3004,2.1,company-n,"3,6,7",1,3
3005,2.1,recovery-n,2,1,1
3006,2.1,recovery-n,3,1,2
3007,2.1,recovery-n,1,1,3
3010,2.1,bill-n,"4,5",1,1
3011,2.1,bill-n,"6,8",1,2
3012,2.1,bill-n,1,1,3
3013,2.1,bill-n,2,1,4
3014,2.1,bill-n,3,1,5
3015,2.1,bill-n,7,1,6
3016,2.1,bill-n,9,1,7
3017,2.1,bill-n,10,1,8
3022,2.1,address-v,"1,2,9",1,1
3023,2.1,address-v,4,1,2
3024,2.1,address-v,5,1,3
3025,2.1,address-v,8,1,4
3026,2.1,address-v,6,1,5
3027,2.1,address-v,"3,7",1,6
3028,2.1,address-v,10,1,7
3029,2.1,disagree-v,1,1,1
3030,2.1,disagree-v,2,1,2
3031,2.1,disagree-v,1,1,3
3032,2.1,criticize-v,1,1,1
3033,2.1,criticize-v,2,1,2
3034,2.1,grief-n,1,1,1
3035,2.1,grief-n,2,1,2
3040,2.1,expose-v,"1,7,9",1,1
3041,2.1,expose-v,"2,3,5,6,8",1,2
3042,2.1,expose-v,4,1,3
3043,2.1,history-n,"1,2,5",1,1
3044,2.1,history-n,3,1,2
3045,2.1,history-n,4,1,3
3047,2.1,locate-v,"1,2",1,1
3048,2.1,locate-v,"3,4",1,2
3049,2.1,player-n,1,1,1
3050,2.1,player-n,"2,3",1,2
3051,2.1,player-n,4,1,3
3052,2.1,player-n,,1,4
3053,2.1,slope-n,1,1,1
3054,2.1,slope-n,2,1,2
3055,2.1,transporter-n,1,1,1
3056,2.1,transporter-n,2,1,2
3057,2.1,transporter-n,3,1,3
3061,2.1,see-v,"1,7,19,20",1,1
3062,2.1,see-v,"2,4,5,24",1,2
3063,2.1,see-v,"3,6,13,17,21",1,3
3064,2.1,see-v,"8,10,14",1,4
3065,2.1,see-v,"14,22",1,5
3066,2.1,see-v,"9,11,12,15,16",1,6
3067,2.1,see-v,23,1,7
3068,2.1,see-v,1,1,8
3069,2.1,see-v,1,1,9
3070,2.1,see-v,1,1,10
3071,2.1,task-n,1 2,1,1
3072,2.1,task-n,take_to_task,1,2
3073,2.1,learn-v,"1,3,4",1,1
3074,2.1,learn-v,"2,6",1,2
3075,2.1,learn-v,5,1,3
3081,2.1,defeat-v,1,1,1
3082,2.1,defeat-v,,1,2
3083,2.1,defeat-v,2,1,3
3084,2.1,defeat-v,,1,4
3089,2.1,choose-v,"1,2",1,1
3090,2.1,choose-v,3,1,2
3091,2.1,choose-v,,1,3
3092,2.1,return-v,"1,3,4,5,9,12,14",1,1
3093,2.1,return-v,"2,10,13,15",1,2
3094,2.1,return-v,"6,7,8",1,3
3095,2.1,return-v,11,1,4
3096,2.1,return-v,16,1,5
3097,2.1,edge-v,1,1,1
3103,2.1,shipper-n,1,1,1
3104,2.1,shipper-n,2,1,2
3107,2.1,emerge-v,"1,2,3",1,1
3108,2.1,emerge-v,"4,5",1,2
3116,2.1,welcome-v,1,1,1
3117,2.1,welcome-v,"2,3",1,2
3118,2.1,road-n,1,1,1
3119,2.1,road-n,2,1,2
3123,2.1,comment-v,1,1,1
3124,2.1,comment-v,2,1,2
3125,2.1,comment-v,3,1,3
3126,2.1,comment-v,,1,4
3127,2.1,diner-n,1,1,1
3128,2.1,diner-n,2,1,2
3129,2.1,diner-n,3,1,3
3134,2.1,thrift-n,2,1,2
3135,2.1,thrift-n,1,1,3
3138,2.1,remove-v,"1,2,3,4,5,6,8",1,1
3139,2.1,remove-v,7,1,2
3143,2.1,degradation-n,1,1,1
3144,2.1,degradation-n,2,1,2
3146,2.1,hide-v,"1,2,3,4",1,1
3147,2.1,spur-v,"1,2",1,1
3148,2.1,spur-v,"3,4,5",1,2
3149,2.1,admit-v,1,1,1
3150,2.1,admit-v,"2,3,4,7,8",1,2
3151,2.1,admit-v,"5,6",1,3
3152,2.1,focus-n,"1,5",1,1
3153,2.1,focus-n,"2,3",1,2
3154,2.1,focus-n,4,1,3
3155,2.1,focus-n,6,1,4
3156,2.1,focus-n,7,1,5
3158,2.1,integrate-v,"1,3",1,1
3159,2.1,integrate-v,2,1,2
3160,2.1,integrate-v,4,1,3
3168,2.1,metal-n,"1,2",1,1
3172,2.1,liaison-n,,1,1
3173,2.1,liaison-n,2,1,2
3174,2.1,liaison-n,2,1,3
3178,2.1,average-n,-1,1,2
3180,2.1,threaten-v,2,1,1
3181,2.1,threaten-v,"1,3",1,2
3184,2.1,elect-v,1,1,1
3185,2.1,elect-v,2,1,2
3186,2.1,reservoir-n,1,1,1
3187,2.1,reservoir-n,2,1,2
3188,2.1,reservoir-n,3,1,3
3189,2.1,reservoir-n,4,1,4
3190,2.1,approach-n,2 5 7,1,1
3191,2.1,approach-n,placeholder,1,2
3192,2.1,approach-n,1,1,3
3193,2.1,approach-n,3 4,1,4
3194,2.1,approach-n,8,1,5
3195,2.1,approach-n,6,1,6
3196,2.1,approach-n,9,1,7
3197,2.1,approach-n,4,1,8
3198,2.1,enter-v,"1,2,3,6,8,9",1,1
3199,2.1,enter-v,"5,7",1,2
3200,2.1,enter-v,4,1,3
3201,2.1,enter-v,1,1,4
3202,2.1,suffer-v,"1,2,3,4,6,7,8,9",1,1
3203,2.1,suffer-v,"5,11",1,2
3204,2.1,suffer-v,10,1,3
3205,2.1,meet-v,"1,7",1,1
3206,2.1,meet-v,"2,8,9",1,2
3207,2.1,meet-v,"3,13",1,3
3208,2.1,meet-v,"4,5,6",1,4
3209,2.1,meet-v,"11,12",1,5
3210,2.1,meet-v,10,1,6
3211,2.1,rally-n,1,1,1
3212,2.1,rally-n,"2,3",1,2
3213,2.1,rally-n,4,1,3
3214,2.1,rally-n,5,1,4
3215,2.1,seek-v,"1,2,3,5",1,1
3216,2.1,seek-v,4,1,2
3219,2.1,maintain-v,"1,2,5,6,9",1,1
3220,2.1,maintain-v,"4,8",1,2
3221,2.1,maintain-v,"7,10",1,3
3222,2.1,maintain-v,3,1,4
3223,2.1,cake-n,1,1,1
3224,2.1,cake-n,2,1,2
3225,2.1,cake-n,3,1,3
3227,2.1,indicate-v,"1,4",1,1
3229,2.1,indicate-v,3,1,3
3230,2.1,indicate-v,5,1,4
3237,2.1,pick-v,8,1,7
3238,2.1,cap-v,1,1,1
3239,2.1,cap-v,2,1,2
3240,2.1,cap-v,,1,3
3241,2.1,cap-v,1,1,4
3242,2.1,arrange-v,"1,4,5,7",1,1
3243,2.1,arrange-v,"2,3",1,2
3244,2.1,arrange-v,6,1,3
3245,2.1,dismiss-v,"1,3",1,1
3246,2.1,dismiss-v,"4,5,6",1,2
3247,2.1,dismiss-v,2,1,3
3248,2.1,routine-n,1,1,1
3249,2.1,routine-n,2,1,2
3250,2.1,routine-n,3,1,3
3251,2.1,ingest-v,1,1,1
3252,2.1,ingest-v,2,1,2
3253,2.1,underwrite-v,"1,2",1,1
3254,2.1,want-n,1,1,1
3255,2.1,want-n,"2,3",1,2
3256,2.1,want-n,4,1,3
3257,2.1,profit-v,"1,2",1,1
3258,2.1,split-v,"1,2,4",1,1
3259,2.1,split-v,5,1,2
3260,2.1,split-v,3,1,3
3261,2.1,split-v,,1,4
3269,2.1,stock-n,"1,11",1,1
3270,2.1,stock-n,"3,4,10",1,2
3271,2.1,stock-n,"5,9",1,3
3272,2.1,stock-n,"7,15",1,4
3273,2.1,stock-n,"12,14",1,5
3274,2.1,stock-n,"13,16",1,6
3275,2.1,stock-n,2,1,7
3276,2.1,stock-n,6,1,8
3277,2.1,stock-n,8,1,9
3278,2.1,stock-n,17,1,10
3280,2.1,qualify-v,"1,2,4",1,1
3281,2.1,qualify-v,"3,5",1,2
3282,2.1,qualify-v,6,1,3
3283,2.1,qualify-v,5,1,4
3284,2.1,qualify-v,7,1,5
3285,2.1,have-v,"1,2,4,9,17",1,1
3286,2.1,have-v,"3,10,11,12,16",1,2
3287,2.1,have-v,"1,7",1,3
3288,2.1,have-v,"5,13",1,4
3289,2.1,have-v,"6,14,15",1,5
3290,2.1,have-v,8,1,6
3291,2.1,have-v,18,1,7
3292,2.1,have-v,19,1,8
3293,2.1,have-v,,1,9
3298,2.1,postpone-v,1,1,1
3299,2.1,dump-v,"4,5,6",1,1
3300,2.1,dump-v,"1,3",1,2
3301,2.1,dump-v,2,1,3
3302,2.1,chance-n,1,1,1
3303,2.1,chance-n,2,1,2
3304,2.1,chance-n,,1,3
3305,2.1,chance-n,"4,5",1,4
3306,2.1,consideration-n,"1,3",1,1
3307,2.1,consideration-n,2,1,2
3308,2.1,consideration-n,"4,6",1,4
3309,2.1,consideration-n,5,1,5
3311,2.1,discourse-n,1,1,1
3313,2.1,discourse-n,"2,3",1,3
3314,2.1,discourse-n,universe_of_discourse,1,4
3332,2.1,study-v,"1,3,6",1,1
3333,2.1,study-v,2.4.5,1,2
3334,2.1,trigger-v,"1,2",1,1
3335,2.1,equal-v,"1,2",1,1
3336,2.1,equal-v,,1,2
3341,2.1,pass-v,"1,2,7",1,1
3342,2.1,pass-v,"3,9,14,16,24",1,2
3343,2.1,pass-v,"4,8,10,17",1,3
3344,2.1,pass-v,"5,18,21,22,23",1,4
3345,2.1,pass-v,"19,25",1,5
3346,2.1,pass-v,6,1,6
3347,2.1,pass-v,11,1,7
3348,2.1,pass-v,12,1,8
3349,2.1,pass-v,13,1,9
3350,2.1,pass-v,15,1,10
3351,2.1,pass-v,20,1,11
3352,2.1,pass-v,26,1,12
3353,2.1,pass-v,,1,99
3354,2.1,introduce-v,1,1,1
3355,2.1,introduce-v,"2,4,5,7,8",1,2
3356,2.1,introduce-v,"3,6",1,3
3357,2.1,introduce-v,"9,10",1,4
3358,2.1,bounce-v,"1,2,3",1,1
3359,2.1,bounce-v,"4,6,7",1,2
3360,2.1,bounce-v,5,1,3
3361,2.1,bounce-v,,1,4
3362,2.1,bounce-v,1,1,5
3363,2.1,bounce-v,1,1,6
3364,2.1,attempt-v,1,1,1
3365,2.1,attempt-v,2,1,2
3366,2.1,invite-v,1,1,1
3367,2.1,invite-v,"2,5,6,7",1,2
3368,2.1,invite-v,"3,4",1,3
3369,2.1,invite-v,8,1,4
3370,2.1,hub-n,1,1,1
3371,2.1,hub-n,2,1,2
3373,2.1,hub-n,,1,4
3375,2.1,finish-v,"1,5,6",1,1
3376,2.1,finish-v,"2,3",1,2
3377,2.1,finish-v,4,1,3
3378,2.1,increase-v,"1,2",1,1
3379,2.1,cache-n,1,1,1
3380,2.1,cache-n,2,1,2
3381,2.1,cache-n,3,1,3
3382,2.1,improve-v,"1,2",1,1
3383,2.1,occur-v,1,1,1
3384,2.1,occur-v,2,1,2
3385,2.1,occur-v,3,1,3
3386,2.1,occur-v,1,1,4
3387,2.1,rank-v,"1,2,3",1,1
3391,2.1,refer-v,1,1,1
3392,2.1,refer-v,"2,3,6",1,2
3393,2.1,refer-v,4,1,3
3394,2.1,refer-v,5,1,4
3395,2.1,cite-v,1,1,1
3396,2.1,cite-v,"3,4,5,6",1,2
3397,2.1,cite-v,2,1,3
3398,2.1,cite-v,7,1,4
3399,2.1,shift-v,"1,3,5,7,13",1,1
3400,2.1,shift-v,"2,4,6,8,9",1,2
3401,2.1,shift-v,12,1,3
3402,2.1,shift-v,11,1,4
3403,2.1,shift-v,10,1,5
3404,2.1,dirt-n,1,1,1
3405,2.1,dirt-n,2,1,2
3406,2.1,dirt-n,3,1,3
3407,2.1,dirt-n,4,1,4
3410,2.1,alter-v,"1,2,4",1,1
3411,2.1,alter-v,3,1,2
3412,2.1,alter-v,5,1,3
3413,2.1,compete-v,1,1,1
3414,2.1,tend-v,1,1,1
3415,2.1,tend-v,"2,3",1,2
3416,2.1,tend-v,1c,1,3
3417,2.1,tend-v,1b,1,4
3418,2.1,worker-n,"1,4",1,1
3419,2.1,worker-n,2,1,2
3420,2.1,worker-n,3,1,3
3421,2.1,filing-n,2,1,1
3422,2.1,filing-n,1,1,2
3423,2.1,filing-n,3,1,3
3424,2.1,filing-n,4,1,4
3425,2.1,attention-n,1 5,1,1
3426,2.1,attention-n,2,1,2
3427,2.1,attention-n,3,1,3
3428,2.1,attention-n,4,1,4
3429,2.1,attention-n,6,1,5
3430,2.1,individual-n,,1,1
3431,2.1,individual-n,2,1,2
3432,2.1,mine-n,1,1,1
3433,2.1,mine-n,2,1,2
3436,2.1,operate-v,"2,4,5",1,1
3437,2.1,operate-v,"1,3,6",1,2
3438,2.1,operate-v,7,1,3
3439,2.1,blueprint-n,1,1,1
3441,2.1,survive-v,"1,2,3",1,1
3442,2.1,survive-v,4,1,2
3443,2.1,link-v,1,1,1
3444,2.1,link-v,"2,3,4",1,2
3445,2.1,die-v,"1,2,5,10,11",1,1
3446,2.1,die-v,,1,2
3450,2.1,die-v,7,1,6
3452,2.1,die-v,,1,8
3453,2.1,exceed-v,"1,2,3",1,1
3454,2.1,sue-v,1,1,1
3455,2.1,sue-v,,1,2
3456,2.1,recognize-v,"2,3,4,6,8",1,1
3457,2.1,recognize-v,"2,7,9",1,2
3458,2.1,recognize-v,"1,5",1,3
3459,2.1,divide-v,"1,4,5",1,1
3460,2.1,divide-v,6,1,2
3461,2.1,divide-v,,1,3
3462,2.1,divide-v,3,1,4
3463,2.1,divide-v,2,1,5
3485,2.1,slice-n,1,1,1
3486,2.1,slice-n,2,1,2
3487,2.1,slice-n,3,1,3
3488,2.1,slice-n,4,1,4
3489,2.1,slice-n,5,1,5
3490,2.1,slice-n,6,1,6
3491,2.1,complete-v,"1,5",1,1
3492,2.1,complete-v,"3,4",1,2
3493,2.1,complete-v,2,1,3
3496,2.1,distribute-v,"1,4",1,1
3497,2.1,distribute-v,"2,7,6",1,2
3498,2.1,distribute-v,"3,5,6",1,3
3499,2.1,distribute-v,"9,10",1,4
3500,2.1,include-v,"1,3",1,1
3501,2.1,include-v,"2,4",1,2
3502,2.1,chapter-n,1,1,1
3503,2.1,chapter-n,"2,5",1,2
3504,2.1,chapter-n,3,1,3
3505,2.1,chapter-n,4,1,4
3516,2.1,block-v,"1,4,6,7,9,10,12",1,1
3517,2.1,block-v,"2,3,13,16",1,2
3518,2.1,block-v,,1,3
3519,2.1,block-v,14,1,4
3520,2.1,block-v,15,1,5
3521,2.1,block-v,8,1,6
3522,2.1,block-v,11,1,7
3523,2.1,block-v,5,1,8
3524,2.1,area-n,1,1,1
3525,2.1,area-n,2,1,2
3526,2.1,area-n,"4,5",1,3
3527,2.1,area-n,6,1,4
3528,2.1,area-n,3,1,5
3532,2.1,knock-v,"1,3",1,1
3533,2.1,knock-v,"2,4,5",1,2
3534,2.1,knock-v,6,1,3
3535,2.1,knock-v,2,1,4
3536,2.1,knock-v,1,1,5
3537,2.1,knock-v,1,1,6
3538,2.1,knock-v,1,1,7
3539,2.1,knock-v,2,1,8
3540,2.1,knock-v,3,1,9
3541,2.1,knock-v,4,1,10
3542,2.1,knock-v,5,1,11
3543,2.1,knock-v,1,1,12
3548,2.1,flow-v,"1,2,3",1,1
3549,2.1,flow-v,"4,6",1,2
3550,2.1,flow-v,5,1,3
3551,2.1,flow-v,1,1,4
3552,2.1,flow-v,7,1,5
3553,2.1,air-v,"1,5,6",1,1
3554,2.1,air-v,"2,3",1,2
3555,2.1,air-v,4,1,3
3556,2.1,involve-v,"1,2,7",1,1
3557,2.1,involve-v,"3,4,5",1,2
3558,2.1,involve-v,6,1,3
3559,2.1,involve-v,8,1,4
3560,2.1,wealth-n,1,1,1
3561,2.1,wealth-n,2,1,2
3562,2.1,wealth-n,"3,4",1,3
3563,2.1,challenge-v,1,1,1
3564,2.1,challenge-v,2,1,2
3565,2.1,challenge-v,,1,3
3566,2.1,challenge-v,3,1,4
3567,2.1,challenge-v,4,1,5
3568,2.1,people-n,1,1,1
3569,2.1,people-n,"2,3",1,2
3570,2.1,people-n,4,1,3
3574,2.1,acknowledge-v,"1,3,6",1,1
3575,2.1,acknowledge-v,"2,3,4",1,2
3576,2.1,acknowledge-v,,1,3
3577,2.1,acknowledge-v,5,1,4
3578,2.1,result-v,"1,2",1,1
3579,2.1,sector-n,1,1,1
3580,2.1,sector-n,2,1,2
3581,2.1,sector-n,3,1,3
3582,2.1,sector-n,4,1,4
3583,2.1,sector-n,5,1,5
3584,2.1,sector-n,6,1,6
3585,2.1,component-n,"1,2,3",1,1
3590,2.1,assist-v,"1,2,3",1,1
3592,2.1,surprise-v,1,1,1
3593,2.1,surprise-v,"2,3",1,2
3594,2.1,product-n,"1,2",1,1
3595,2.1,product-n,3,1,2
3596,2.1,product-n,4,1,3
3597,2.1,product-n,5,1,4
3598,2.1,product-n,6,1,5
3603,2.1,core-n,"1,3",1,1
3604,2.1,core-n,2,1,2
3605,2.1,core-n,"4,7",1,3
3606,2.1,core-n,5,1,4
3607,2.1,core-n,6,1,5
3608,2.1,core-n,9,1,6
3609,2.1,help-v,"1,2,3,5,6",1,1
3610,2.1,help-v,"7,8",1,2
3611,2.1,help-v,4,1,3
3612,2.1,impact-n,1 4,1,1
3613,2.1,impact-n,2 3,1,2
3614,2.1,impact-n,Placeholder,1,3
3615,2.1,share-n,"2,3,4",1,1
3616,2.1,share-n,1,1,2
3617,2.1,share-n,5,1,3
3621,2.1,victim-n,1,1,1
3622,2.1,victim-n,2,1,2
3625,2.1,store-n,1,1,1
3626,2.1,store-n,2,1,2
3627,2.1,store-n,3,1,3
3628,2.1,store-n,4,1,4
3631,2.1,argue-v,2,1,1
3632,2.1,argue-v,1,1,2
3633,2.1,argue-v,3,1,3
3634,2.1,cause-v,"1,2",1,1
3637,2.1,tower-n,1,1,1
3638,2.1,tower-n,2,1,2
3641,2.1,tower-n,3,1,5
3659,2.1,camper-n,1,1,1
3660,2.1,camper-n,2,1,2
3661,2.1,register-v,"1,2,3,6,9",1,1
3662,2.1,register-v,"4,10",1,2
3664,2.1,register-v,7,1,4
3665,2.1,register-v,8,1,5
3666,2.1,extra-n,1,1,1
3667,2.1,extra-n,2,1,2
3670,2.1,extra-n,3,1,5
3672,2.1,experiment-n,1,1,1
3673,2.1,experiment-n,2 3,1,2
3674,2.1,produce-v,"1,2,3,6",1,1
3675,2.1,produce-v,"4,5",1,2
3676,2.1,produce-v,7,1,3
3677,2.1,organize-v,"1,6",1,1
3678,2.1,organize-v,"3,5",1,2
3679,2.1,organize-v,"2,4",1,3
3680,2.1,establish-v,"1,2,4",1,1
3681,2.1,establish-v,"3,7,8",1,2
3682,2.1,establish-v,5,1,3
3683,2.1,establish-v,6,1,4
3684,2.1,mix-v,"1,3,4,5",1,1
3685,2.1,mix-v,6,1,2
3686,2.1,mix-v,2,1,3
3687,2.1,contribute-v,"1,2,4",1,1
3688,2.1,contribute-v,3,1,2
3689,2.1,commit-v,1,1,1
3690,2.1,commit-v,"2,5",1,2
3691,2.1,commit-v,"3,4",1,3
3692,2.1,reply-v,1,1,1
3693,2.1,carrier-n,"7,8",1,1
3694,2.1,carrier-n,1,1,2
3695,2.1,carrier-n,2,1,3
3696,2.1,carrier-n,3,1,4
3697,2.1,carrier-n,10,1,5
3698,2.1,carrier-n,5,1,6
3701,2.1,carrier-n,11,1,9
3702,2.1,carrier-n,9,1,10
3703,2.1,carrier-n,4,1,11
3705,2.1,carrier-n,6,1,13
3709,2.1,trim-v,3,1,2
3715,2.1,manufacturer-n,1,1,1
3716,2.1,manufacturer-n,2,1,2
3719,2.1,implement-v,"1,2,3",1,1
3726,2.1,institution-n,1,1,1
3727,2.1,institution-n,2 5,1,2
3728,2.1,institution-n,3,1,3
3729,2.1,institution-n,4,1,4
3730,2.1,notice-v,"1,2,4",1,1
3731,2.1,notice-v,,1,2
3732,2.1,column-n,1,1,1
3733,2.1,column-n,7,1,2
3734,2.1,column-n,"4,5",1,3
3735,2.1,column-n,5,1,4
3736,2.1,column-n,3,1,5
3737,2.1,column-n,,1,6
3738,2.1,scheme-n,"1,2,5",1,1
3739,2.1,scheme-n,"3,4",1,2
3740,2.1,add-v,"1,2,3,6",1,1
3741,2.1,add-v,"4,5",1,2
3742,2.1,donate-v,1,1,1
3743,2.1,donate-v,,1,2
3744,2.1,pace-n,1 3 5,1,1
3745,2.1,pace-n,2 4 6,1,2
3746,2.1,pace-n,Placeholder Sense,1,3
3747,2.1,pace-n,Placeholder Sense,1,4
3750,2.1,develop-v,"1,2,3,4,5,10,13,19,20",1,1
3751,2.1,develop-v,"6,7,8,9,10,11,12,14,17,18,19,21",1,2
3752,2.1,develop-v,15,1,3
3753,2.1,develop-v,16,1,4
3754,2.1,battle-n,1,1,1
3755,2.1,battle-n,2,1,2
3756,2.1,battle-n,3,1,3
3757,2.1,suggest-v,"1,4",1,1
3758,2.1,suggest-v,"2,3",1,2
3759,2.1,suggest-v,5,1,3
3760,2.1,camouflage-n,2,1,1
3761,2.1,camouflage-n,1,1,2
3762,2.1,camouflage-n,"3,4",1,3
3764,2.1,wait-v,4,1,2
3765,2.1,seem-v,"1,2,3",1,1
3766,2.1,seem-v,4,1,2
3767,2.1,press-v,"1,4,5,6,7,11",1,1
3768,2.1,press-v,1,1,2
3769,2.1,press-v,"2,9,14",1,3
3770,2.1,press-v,"3,8",1,4
3771,2.1,press-v,,1,5
3772,2.1,press-v,10,1,6
3773,2.1,press-v,13,1,7
3774,2.1,press-v,"4,12",1,8
3775,2.1,press-v,,1,9
3776,2.1,mount-v,"1,3",1,1
3777,2.1,mount-v,2,1,2
3778,2.1,mount-v,"4,7",1,3
3779,2.1,mount-v,5,1,4
3780,2.1,mount-v,6,1,5
3781,2.1,mount-v,8,1,6
3782,2.1,pump-v,"1,6",1,1
3783,2.1,pump-v,"2,3,4,5,7",1,2
3784,2.1,pump-v,,1,3
3785,2.1,pump-v,8,1,4
3786,2.1,pump-v,,1,5
3787,2.1,attach-v,"1,2,3",1,1
3788,2.1,attach-v,4,1,2
3789,2.1,attach-v,5,1,3
3790,2.1,escape-v,"1,5",1,1
3791,2.1,escape-v,"2,3,7",1,2
3792,2.1,escape-v,6,1,3
3793,2.1,escape-v,4,1,4
3794,2.1,escape-v,,1,5
3795,2.1,deck-n,1,1,1
3796,2.1,deck-n,3,1,2
3797,2.1,deck-n,4,1,3
3800,2.1,deck-n,,1,6
3802,2.1,deck-n,,1,8
3805,2.1,ensure-v,1,1,1
3806,2.1,ensure-v,2,1,2
3811,2.1,extent-n,2,1,1
3812,2.1,extent-n,1,1,2
3817,2.1,sink-v,"2,4",1,1
3818,2.1,sink-v,"1,6,7,8",1,2
3819,2.1,sink-v,3,1,3
3820,2.1,sink-v,"5,8,9",1,4
3821,2.1,sink-v,"1,2",1,5
3822,2.1,sink-v,,1,6
3823,2.1,sink-v,,1,7
3824,2.1,sink-v,,1,8
3825,2.1,state-v,"1,2,3",1,1
3826,2.1,syndicate-n,1,1,1
3827,2.1,syndicate-n,2,1,2
3828,2.1,syndicate-n,3,1,3
3832,2.1,bench-n,"1,7",1,1
3833,2.1,bench-n,5,1,2
3834,2.1,bench-n,"4,6",1,3
3835,2.1,bench-n,2,1,4
3836,2.1,bench-n,Placeholder Sense,1,5
3837,2.1,bench-n,3,1,6
